ADDRESS,TOWN,INTERSECTION,ZIP,LAT,LNG,ADDRESS_TYPES,CLASSIFIED,GRADE
27 CHURCH,FAIRHAVEN,,,,,,9/16/14,3
CHURCH,FAIRHAVEN,,,,,,9/16/14,3
CHURCH,FAIRHAVEN,,,,,,9/16/14,3
DOANE,FAIRHAVEN,@ 4 GREEN STREET,,,,,9/16/14,3
26 FARMFIELD,FAIRHAVEN,,,,,,9/16/14,3
102 GREEN,FAIRHAVEN,,,,,,9/16/14,3
83 GREEN,FAIRHAVEN,,,,,,9/16/14,3
GREEN,FAIRHAVEN,,,,,,9/16/14,3
GREEN,FAIRHAVEN,,,,,,9/16/14,3
GREEN,FAIRHAVEN,@ PHOENIX STREET,,,,,9/16/14,3
44 HARVARD,MILFORD,,,,,,9/16/14,3
46 HARVARD,MILFORD,,,,,,9/16/14,3
203 MAIN,MILFORD,,,,,,9/16/14,3
276 MAIN,MILFORD,,,,,,9/16/14,3
49 1/2 MAIN,MILFORD,,,,,,9/16/14,3
MAIN,MILFORD,,,,,,9/16/14,3
25 PAULA,MILFORD,,,,,,9/16/14,3
7 PAULA,MILFORD,,,,,,9/16/14,3
10 PURDUE,MILFORD,,,,,,9/16/14,3
13 SHERWOOD,MILFORD,,,,,,9/16/14,3
20 SHATTUCK,NATICK,,,,,,9/16/14,3
ACUSHNET,NEW BEDFORD,@ BULLARD STREET,,,,,9/16/14,3
ACUSHNET,NEW BEDFORD,@ PHILLIPS AVENUE,,,,,9/16/14,3
24 PRINCETON,SOMERVILLE,,,,,,9/16/14,3
36-38 PRINCETON,SOMERVILLE,,,,,,9/16/14,3
4 PRINCETON,SOMERVILLE,,,,,,9/16/14,3
12 CHERRY,SOUTHBORO,,,,,,9/16/14,3
41 CLOVER,WORCESTER,,,,,,9/16/14,3
45 CLOVER,WORCESTER,,,,,,9/16/14,3
57 CLOVER,WORCESTER,,,,,,9/16/14,3
89 CLOVER,WORCESTER,,,,,,9/16/14,3
SALISBURY,WORCESTER,,,,,,9/16/14,3
133 W-BOYLSTON,WORCESTER,,,,,,9/16/14,3
81 W-BOYLSTON,WORCESTER,,,,,,9/16/14,3
W-BOYLSTON,WORCESTER,,,,,,9/16/14,3
JADE,DEDHAM,@ EASTERN AVENUE,,,,,9/15/14,3
176 MONROE,DEDHAM,,,,,,9/15/14,3
31 MYRTLE,DEDHAM,,,,,,9/15/14,3
15 COE,FAIRHAVEN,,,,,,9/15/14,3
16 COTTAGE,FAIRHAVEN,,,,,,9/15/14,3
11 LAUREL,FAIRHAVEN,,,,,,9/15/14,3
34 LAUREL,FAIRHAVEN,,,,,,9/15/14,3
38 LAUREL,FAIRHAVEN,,,,,,9/15/14,3
WINTER,FRAMINGHAM,@ SALEM END DRIVE,,,,,9/15/14,3
11 OTIS,MILFORD,,,,,,9/15/14,3
24 PEARL,MILFORD,,,,,,9/15/14,3
37 PEARL,MILFORD,,,,,,9/15/14,3
57 PEARL,MILFORD,,,,,,9/15/14,3
83 SPEEN,NATICK,,,,,,9/15/14,3
106 ACUSHNET,NEW BEDFORD,,,,,,9/15/14,3
163 ACUSHNET,NEW BEDFORD,,,,,,9/15/14,3
36 ACUSHNET,NEW BEDFORD,,,,,,9/15/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/15/14,3
ACUSHNET,NEW BEDFORD,@ NYE STREET,,,,,9/15/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/15/14,3
71-72 UNION,SOMERVILLE,,,,,,9/15/14,3
430 MCGRATH,SOMERVILLE,,,,,,9/15/14,3
WASHINGTON,SOMERVILLE,,,,,,9/15/14,3
219 BEVERLY,WORCESTER,,,,,,9/15/14,3
19 FAIRMONT,WORCESTER,,,,,,9/15/14,3
34 HOOPER,WORCESTER,,,,,,9/15/14,3
HOOPER,WORCESTER,,,,,,9/15/14,3
PAINE,WORCESTER,@ 12 VINTON STREET,,,,,9/15/14,3
COPLEY,CAMBRIDGE,@ FAYERWEATHER STREET,,,,,9/14/14,3
32 CHESTNUT,FAIRHAVEN,,,,,,9/12/14,3
57 PLEASANT,FAIRHAVEN,,,,,,9/12/14,3
PLEASANT,FAIRHAVEN,,,,,,9/12/14,3
14 HARRIMAN,HUDSON,,,,,,9/12/14,3
48 HIGH,HUDSON,,,,,,9/12/14,3
15 MASON,HUDSON,,,,,,9/12/14,3
WEBSTER,SOMERVILLE,,,,,,9/12/14,3
88 PROSPECT,SOMERVILLE,,,,,,9/12/14,3
CRESCENT,WORCESTER,,,,,,9/12/14,3
162 PRESCOTT,WORCESTER,,,,,,9/12/14,3
16 WINNEPEG,WORCESTER,,,,,,9/12/14,3
17 WINTHROP,WORCESTER,,,,,,9/12/14,3
18 WORTH,WORCESTER,,,,,,9/12/14,3
187 MONROE,DEDHAM,,,,,,9/11/14,3
MONROE,DEDHAM,,,,,,9/11/14,3
26 MORELAND,DEDHAM,,,,,,9/11/14,3
RIVER,DEDHAM,@ MILTON STREET,,,,,9/11/14,3
LINCOLN,HUDSON,@ APSLEY STREET,,,,,9/11/14,3
13 DARTMOUTH,MILFORD,,,,,,9/11/14,3
17 DARTMOUTH,MILFORD,,,,,,9/11/14,3
26 DARTMOUTH,MILFORD,,,,,,9/11/14,3
29 FRUIT,MILFORD,,,,,,9/11/14,3
56 HARTFORD,NATICK,,,,,,9/11/14,3
69 BREWSTER,NEEDHAM,,,,,,9/11/14,3
77 BREWSTER,NEEDHAM,,,,,,9/11/14,3
102 STANDISH,NEEDHAM,,,,,,9/11/14,3
70 STANDISH,NEEDHAM,,,,,,9/11/14,3
88 STANDISH,NEEDHAM,,,,,,9/11/14,3
19 LINCOLN,PLYMOUTH,,,,,,9/11/14,3
17 WEDGEWOOD,WORCESTER,,,,,,9/11/14,3
40 WESTWOOD,WORCESTER,,,,,,9/11/14,3
44 WESTWOOD,WORCESTER,,,,,,9/11/14,3
40 NORTON,DARTMOUTH,,,,,,9/10/14,3
70 SOL-E-MAR,DARTMOUTH,,,,,,9/10/14,3
26 SWIFT,DARTMOUTH,,,,,,9/10/14,3
10-12 N-STONE-ML,DEDHAM,,,,,,9/10/14,3
ATLAS,FAIRHAVEN,@ CHURCH STREET,,,,,9/10/14,3
99 CHURCH,FAIRHAVEN,,,,,,9/10/14,3
55 PLEASANT,FAIRHAVEN,,,,,,9/10/14,3
PLEASANT,FAIRHAVEN,@ CENTER STREET,,,,,9/10/14,3
WRIGHT,FAIRHAVEN,@ CHURCH STREET,,,,,9/10/14,3
34 FELTON,HUDSON,,,,,,9/10/14,3
15 LINCOLN,HUDSON,,,,,,9/10/14,3
53 LINCOLN,HUDSON,,,,,,9/10/14,3
22 MANNING,HUDSON,,,,,,9/10/14,3
35 MANNING,HUDSON,,,,,,9/10/14,3
59-64 MANNING,HUDSON,,,,,,9/10/14,3
90 MANNING,HUDSON,,,,,,9/10/14,3
SECOND,HUDSON,,,,,,9/10/14,3
4 BEACON,MATTAPOISETT,,,,,,9/10/14,3
9 CAPTAINS,MATTAPOISETT,,,,,,9/10/14,3
CHURCH,MATTAPOISETT,,,,,,9/10/14,3
11 HILLSIDE,MATTAPOISETT,,,,,,9/10/14,3
11 MARTIN,MATTAPOISETT,,,,,,9/10/14,3
4 SHERWOOD,MATTAPOISETT,,,,,,9/10/14,3
6 SHERWOOD,MATTAPOISETT,,,,,,9/10/14,3
71 CONGRESS,MILFORD,,,,,,9/10/14,3
CONGRESS,MILFORD,,,,,,9/10/14,3
1 LUBY,MILFORD,,,,,,9/10/14,3
254 NORTH MAIN,NATICK,,,,,,9/10/14,3
82 UNION,NATICK,,,,,,9/10/14,3
10 CHURCH,NORTHBORO,,,,,,9/10/14,3
399 WHITNEY,NORTHBORO,,,,,,9/10/14,3
60-62 VINAL,SOMERVILLE,,,,,,9/10/14,3
15 WEBSTER,SOMERVILLE,,,,,,9/10/14,3
6 MILTON,WORCESTER,,,,,,9/10/14,3
267 WEBSTER,WORCESTER,,,,,,9/10/14,3
160-168 MILTON,DEDHAM,,,,,,9/9/14,3
190 MILTON,DEDHAM,,,,,,9/9/14,3
8 SYLVIA,DEDHAM,,,,,,9/9/14,3
150 GREEN,FAIRHAVEN,,,,,,9/9/14,3
173 GREEN,FAIRHAVEN,,,,,,9/9/14,3
175 GREEN,FAIRHAVEN,,,,,,9/9/14,3
177 GREEN,FAIRHAVEN,,,,,,9/9/14,3
GREEN,FAIRHAVEN,,,,,,9/9/14,3
35 SEAVIEW,FAIRHAVEN,,,,,,9/9/14,3
353 WOOD,HOPKINTON,,,,,,9/9/14,3
181 COX,HUDSON,,,,,,9/9/14,3
4A ROTHERHAM,HUDSON,,,,,,9/9/14,3
WEST,WORCESTER,,,,,,9/9/14,3
89 WILLIAM,WORCESTER,,,,,,9/9/14,3
7 WESTLAND,ACUSHNET,,,,,,9/8/14,3
KIRKLAND,CAMBRIDGE,@ ROBERTS ROAD,,,,,9/8/14,2
WALDEN,CAMBRIDGE,@ KING STREET,,,,,9/8/14,3
132-134 MILTON,DEDHAM,,,,,,9/8/14,3
150 MILTON,DEDHAM,,,,,,9/8/14,3
138 CHESTNUT,FAIRHAVEN,,,,,,9/8/14,3
140 CHESTNUT,FAIRHAVEN,,,,,,9/8/14,3
150 CHESTNUT,FAIRHAVEN,,,,,,9/8/14,3
120 PLEASANT,FAIRHAVEN,,,,,,9/8/14,3
132 PLEASANT,FAIRHAVEN,,,,,,9/8/14,3
138 PLEASANT,FAIRHAVEN,,,,,,9/8/14,3
