ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
GEORGETOWN,HYDE PARK,AT DEDHAM PARKWAY,12/23/14,2
19-21 SUNCREST,HYDE PARK,,12/23/14,2
730 TRUMAN,HYDE PARK,,12/28/14,2
11 SUNNYSIDE,HYDE PARK,,12/30/14,2
7 OSCEOLA,HYDE PARK,,12/30/14,2
4 PINE,KINGSTON,,2/19/14,1
55 SUMMER,KINGSTON,,3/20/14,2
42 ELM,KINGSTON,,4/24/14,1
4 BAY,KINGSTON,,8/4/14,2
95-97 SUMMER,KINGSTON,,9/2/14,2
178 SUMMER,KINGSTON,,11/13/14,1
16 PROSPECT,KINGSTON,,12/30/14,2
31 MAIN,MARION,,3/27/14,1
9 SCHOOL,MARION,,3/30/14,1
8 PIE,MARION,,5/6/14,2
48 SOUTH,MARION,,5/15/14,1
48 SOUTH,MARION,,5/16/14,1
48 SOUTH,MARION,,5/16/14,1
345 FRONT,MARION,,7/21/14,2
71 LEWIS,MARION,,8/4/14,2
75 WATER,MARION,,11/14/14,2
283 FRONT,MARION,,12/16/14,2
80 MAIN,MARION,,12/26/14,2
LEWIS,MARION,,12/29/14,2
92 DARTMOUTH,MARLBORO,,1/8/14,1
CHURCH,MARLBORO,AT SHAWMUT AVE,1/9/14,2
48 E-MAIN,MARLBORO,,1/13/14,1
MACINTOSH,MARLBORO,AT STEVEN ST,1/15/14,2
187 SOUTH,MARLBORO,,2/1/14,1
5 LIBBY,MARLBORO,,2/4/14,1
279 ELM,MARLBORO,,2/6/14,2
671 BRIGHAM,MARLBORO,,2/14/14,1
118 CONRAD,MARLBORO,,2/24/14,2
50 HELEN,MARLBORO,,2/21/14,2
77 WASHINGTON,MARLBORO,,2/24/14,2
150 LEOLEIS,MARLBORO,,2/26/14,2
499 BRIGHAM,MARLBORO,,3/11/14,1
17 DALTON,MARLBORO,,3/12/14,1
120 CHESTNUT,MARLBORO,,3/13/14,1
MAPLE,MARLBORO,,3/17/14,2
139 PLEASANT,MARLBORO,,3/19/14,2
117 MELODY,MARLBORO,,3/28/14,1
280 ELM,MARLBORO,,3/30/14,1
BOLTON,MARLBORO,,4/4/14,2
45 LAKESIDE,MARLBORO,,5/5/14,2
77 CHESTNUT,MARLBORO,,5/5/14,2
170 MORRISSEY,MARLBORO,,5/8/14,2
38 FAIRMOUNT,MARLBORO,,5/27/14,1
676 STEVENS,MARLBORO,,5/28/14,2
21 BRIMSMEAD,MARLBORO,,5/29/14,2
22 BRIMSMEAD,MARLBORO,,6/2/14,2
28 DAVIS,MARLBORO,,6/6/14,2
28 DAVIS,MARLBORO,,6/7/14,1
64A CHURCH,MARLBORO,,6/11/14,1
351 ELM,MARLBORO,,6/20/14,1
359 ELM,MARLBORO,,6/20/14,1
498 HOSMER,MARLBORO,,6/23/14,1
249 CEDAR-HILL,MARLBORO,,6/30/14,1
18 BRIMSMEAD,MARLBORO,,7/11/14,1
351 ELM,MARLBORO,,7/14/14,2
359 ELM,MARLBORO,,7/14/14,2
125 FRAMINGHAM,MARLBORO,,7/14/14,1
MCENNELLY,MARLBORO,AT WASHINGTON ST,7/21/14,2
TURNER-RIDGE,MARLBORO,,7/21/14,1
273 W-MAIN,MARLBORO,,7/21/14,1
23-24 ROYAL-CREST,MARLBORO,,8/2/14,1
20 SAWIN,MARLBORO,,8/1/14,2
18 CHURCH,MARLBORO,,8/2/14,1
28 HURLEY,MARLBORO,,8/5/14,2
607 SUDBURY,MARLBORO,,8/22/14,1
322 CHURCH,MARLBORO,,8/25/14,1
13 BERGERON,MARLBORO,,8/26/14,1
618 SUDBURY,MARLBORO,,8/27/14,1
210 CHURCH,MARLBORO,,8/28/14,1
261 CHURCH,MARLBORO,,9/12/14,
201 CHURCH,MARLBORO,,9/24/14,1
45 RIPLEY,MARLBORO,,10/7/14,2
BRIGHAM,MARLBORO,AT ELM,10/8/14,2
12 TURNER RIDGE,MARLBORO,,10/12/14,1
293 WEST BOSTON POST,MARLBORO,,10/18/14,1
62 CHURCH,MARLBORO,,10/18/14,1
225 ELM,MARLBORO,,10/21/14,2
40 FITZGERALD,MARLBORO,,11/5/14,2
330 EAST BOSTON POST,MARLBORO,,11/10/14,2
313 WEST BOSTON POST,MARLBORO,,11/10/14,1
498 HOSMER,MARLBORO,,11/13/14,1
90 HIGHLAND,MARLBORO,,11/13/14,2
120 CONCORD,MARLBORO,,11/13/14,1
2302 PARK VIEW,MARLBORO,,11/25/14,1
26-36 BERLIN,MARLBORO,,12/1/14,2
65 BRIMSMEAD,MARLBORO,,12/7/14,2
205 CHURCH,MARLBORO,,12/11/14,2
100 GRACE,MARLBORO,,12/13/14,2
46 HOSMER,MARLBORO,,12/13/14,2
22 CLOVER HILL,MARLBORO,,12/17/14,2
56 FARMINGTON,MARLBORO,,12/20/14,2
40 FITZGERALD,MARLBORO,,12/21/14,2
98 SANDINI,MARLBORO,,12/31/14,2
SANDINI,MARLBORO,AT TELLER ST,12/31/14,2
TAUNTON,MATTAPAN,AT 61 ROSEBERRY RD,7/29/14,2
41 SUNCREST,MATTAPAN,,12/5/14,2
118 BLAKE,MATTAPAN,,12/5/14,2
12 RIVER,MATTAPOISETT,,2/12/14,2
8 WINNATUXETT,MATTAPOISETT,,2/25/14,2
3 WATER,MATTAPOISETT,,3/7/14,1
12 LEBARON,MATTAPOISETT,,3/18/14,2
AUCOOT,MATTAPOISETT,AT BOWMAN RD,4/8/14,2
77 NORTH,MATTAPOISETT,,4/30/14,1
AUCOOT,MATTAPOISETT,AT BOWMAN ST,5/27/14,2
8 MAIN,MATTAPOISETT,,6/4/14,1
23 NORTH,MATTAPOISETT,,10/19/14,1
30 WATER,MATTAPOISETT,,10/20/14,2
39 RIVER,MATTAPOISETT,,10/28/14,2
16 RESERVATION,MATTAPOISETT,,10/28/14,1
5 SHAW,MATTAPOISETT,,10/29/14,2
44 FAIRHAVEN,MATTAPOISETT,,11/21/14,2
27-29 ARTHUR,MAYNARD,,2/20/14,1
10 MCKINLEY,MAYNARD,,2/24/14,1
11 MCKINLEY,MAYNARD,,4/4/14,2
14 DOUGLAS,MAYNARD,,4/9/14,2
DOUGLAS,MAYNARD,AT GARFIELD ST,4/10/14,1
25 DOUGLAS,MAYNARD,,4/30/14,2
10 FOWLER,MAYNARD,,5/20/14,1
149 MAIN,MAYNARD,,6/18/14,1
DOUGLAS,MAYNARD,AT GARFIELD ST,8/5/14,2
17 NASON,MAYNARD,,8/5/14,2
100 SUMMER,MAYNARD,,8/5/14,2
100 SUMMER,MAYNARD,,8/5/14,2
42509 RIVER,MAYNARD,,10/24/14,1
19 GEORGE,MAYNARD,,10/31/14,1
19 GEORGE,MAYNARD,,10/31/14,1
42 DURANT,MAYNARD,,11/7/14,2
7 PINE,MAYNARD,,11/21/14,2
15 ELM,MAYNARD,,12/2/14,2
1 WEST,MAYNARD,,12/5/14,2
18 WALTHAM,MAYNARD,,12/11/14,2
43 ACTON,MAYNARD,,12/20/14,2
2 FLORIDA,MAYNARD,,12/20/14,2
25 LEWIS,MAYNARD,,12/20/14,2
23 RAILROAD,MAYNARD,,12/23/14,2
257 MAIN,MAYNARD,,12/26/14,2
49 RIVER,MAYNARD,,12/26/14,2
49 RIVER,MAYNARD,,12/26/14,2
15 DEANE,MAYNARD,,12/30/14,2
11A-B DEANE,MAYNARD,,12/30/14,2
45 FOREST,MILFORD,,1/16/14,2
98 WEST,MILFORD,,1/25/14,1
500 FORTUNE,MILFORD,,1/29/14,2
FREEDOM,MILFORD,AT PROSPECT ST,1/31/14,2
140 WEST,MILFORD,,2/1/14,2
140 WEST,MILFORD,,2/1/14,1
17 PRINCETON,MILFORD,,2/20/14,2
29 GRANT,MILFORD,,2/20/14,2
29 PRINCETON,MILFORD,,2/21/14,1
10 FOREST,MILFORD,,2/24/14,2
GROVE,MILFORD,,3/17/14,2
140 WEST,MILFORD,,3/17/14,1
20 WEST,MILFORD,,4/5/14,1
83 CEDAR,MILFORD,,5/1/14,1
37 GRANT,MILFORD,,6/24/14,1
9 DARTMOUTH,MILFORD,,7/17/14,3
51 SCHOOL,MILFORD,,7/30/14,1
12 YALE,MILFORD,,8/26/14,1
12 YALE,MILFORD,,8/26/14,1
13 YALE,MILFORD,,9/15/14,
8 YALE,MILFORD,,9/30/14,3
YALE,MILFORD,,10/2/14,3
5 FELLS,MILFORD,,10/6/14,1
17 VASSAR,MILFORD,,10/18/14,
60 FOREST,MILFORD,,10/29/14,1
25 DARTMOUTH,MILFORD,,10/30/14,1
23 VINE,MILFORD,,11/9/14,1
49-51 CONGRESS,MILFORD,,11/12/14,2
25 SIMMONS,MILFORD,,11/13/14,1
28 TRINITY,MILFORD,,11/17/14,1
156 WEST,MILFORD,,11/20/14,1
156 WEST,MILFORD,,12/1/14,1
36 SCHOOL,MILFORD,,12/23/14,2
76 HORNE,MILLBURY,,1/14/14,2
42 MAPLE,MILLBURY,,1/15/14,1
HORNE,MILLBURY,,1/16/14,2
164 W-MAIN,MILLBURY,,2/17/14,1
75 ELM,MILLBURY,,4/14/14,1
CHURCH,MILLBURY,AT N-MAIN ST,8/6/14,1
ASHTON,MILLBURY,,11/10/14,1
170 WEST MAIN,MILLBURY,,12/17/14,2
130 ELM,MILLBURY,,12/17/14,2
15 DEERFIELD,NATICK,,1/8/14,2
ROUNDWOOD,NATICK,AT DEERFIELD LN,1/8/14,2
1245 WORCESTER,NATICK,,1/10/14,2
7 RIVER,NATICK,,1/14/14,1
16 OVERBROOK,NATICK,,1/14/14,1
6 RIVER,NATICK,,1/14/14,1
121 W-CENTRAL,NATICK,,1/23/14,1
30 PILGRIM,NATICK,,1/29/14,2
42374 H-F-BROWN,NATICK,,1/30/14,2
13 SHERWOOD,NATICK,,1/31/14,2
18 BEVERLY,NATICK,,2/3/14,1
18 BEVERLY,NATICK,,2/4/14,1
1 FRANCIS,NATICK,,2/5/14,1
4 ABBOT,NATICK,,2/10/14,2
14 DAVID,NATICK,,2/12/14,1
29 PINEHURST,NATICK,,2/23/14,1
51 BORDER,NATICK,,3/13/14,1
140 MILL,NATICK,,3/20/14,1
29 JENNINGS-POND,NATICK,,3/21/14,2
7 RIVER,NATICK,,3/30/14,1
24 BARNESDALE,NATICK,,4/6/14,1
28 BARNESDALE,NATICK,,4/8/14,2
OPP 324 W-CENTRAL,NATICK,,4/11/14,2
16 BRAEMORE,NATICK,,4/12/14,1
11 FOREST,NATICK,,4/16/14,1
54 WASHINGTON,NATICK,,4/21/14,1
56 WASHINGTON,NATICK,,4/21/14,1
319 N-MAIN,NATICK,,5/2/14,1
47 ELIOT,NATICK,,5/9/14,1
95 WORCESTER,NATICK,,5/12/14,1
3 SAWIN,NATICK,,5/12/14,1
16 BURNING-TREE,NATICK,,5/20/14,2
17 VIRGINIA,NATICK,,6/6/14,2
8 MERCER,NATICK,,6/12/14,1
5 CHESTER,NATICK,,6/14/14,1
10 BROADS,NATICK,,6/16/14,1
10 BROADS,NATICK,,6/18/14,1
8 MERCER,NATICK,,6/21/14,1
RICH,NATICK,,6/24/14,1
8 PARKER,NATICK,,6/26/14,2
14 SURREY,NATICK,,7/10/14,1
N-MAIN,NATICK,AT WASHINGTON ST,7/28/14,3
37 WELLESLEY,NATICK,,7/30/14,1
538 WORCESTER,NATICK,,7/30/14,1
5 KELSEY,NATICK,,7/31/14,1
28 FERN,NATICK,,8/1/14,1
36 PITTS,NATICK,,8/1/14,1
33 ELIOT,NATICK,,8/1/14,1
162 E-CENTRAL,NATICK,,8/4/14,1
38 HARWOOD,NATICK,,8/7/14,2
5 NOTTINGHAM,NATICK,,8/1/14,1
21 MANOR,NATICK,,8/4/14,1
14 SURREY,NATICK,,8/6/14,1
16 SURREY,NATICK,,8/7/14,2
SPEEN,NATICK,AT PINEHURST,9/3/14,1
11 FISKE,NATICK,,9/8/14,
20 PINEHURST,NATICK,,9/8/14,
18 LONGFELLOW,NATICK,,9/11/14,
33 BEVERLY,NATICK,,9/12/14,
61 ELIOT-HILL,NATICK,,9/12/14,
4 RANGER,NATICK,,9/12/14,
10 LAKE,NATICK,,9/27/14,1
8 MERCER,NATICK,,9/30/14,2
8 MERCER,NATICK,,9/30/14,1
4 WARING,NATICK,,10/11/14,1
13 SHERMAN,NATICK,,10/13/14,1
19 FOREST,NATICK,,10/21/14,1
6 VIRGINIA,NATICK,,10/27/14,2
71 ELIOT,NATICK,,11/12/14,1
SURREY,NATICK,,11/23/14,2
11 MICHIGAN,NATICK,,11/28/14,2
10 DRURY,NATICK,,12/2/14,1
14 FLORENCE,NATICK,,12/4/14,2
18 VERMONT,NATICK,,12/4/14,2
13 KEANE,NATICK,,12/4/14,2
13 KEANE,NATICK,,12/4/14,2
7 WHITTIER,NATICK,,12/8/14,2
WHITTIER,NATICK,AT OXFORD ST,12/8/14,2
8 OVERBROOK,NATICK,,12/10/14,2
17 WORCESTER,NATICK,,12/10/14,2
WESTERN,NATICK,AT CONCORD ST,12/10/14,2
12 OVERBROOK,NATICK,,12/10/14,2
1 FRANCES,NATICK,,12/11/14,2
23 WELLESLEY,NATICK,,12/11/14,2
215 ELIOT,NATICK,,12/13/14,2
6 FIELDSTONE,NATICK,,12/13/14,1
GROVE,NATICK,AT WINNEMAY ST,12/14/14,1
19 STRATFORD,NATICK,,12/16/14,2
140 SOUTH MAIN,NATICK,,12/17/14,1
12 STONEBRIDGE,NATICK,,12/18/14,2
29 JENNINGS POND,NATICK,,12/18/14,2
16 VERNON,NATICK,,12/19/14,2
31 HARWOOD,NATICK,,12/19/14,2
31 HARWOOD,NATICK,,12/19/14,1
13 MERCER,NATICK,,12/22/14,2
6 STRATHMORE,NATICK,,12/22/14,2
12 MERCER,NATICK,,12/22/14,2
7 HOME,NATICK,,12/23/14,2
7 CHESTER,NATICK,,12/26/14,2
7 FERNDALE,NATICK,,12/27/14,2
13 STRATFORD,NATICK,,12/27/14,2
6 WALNUT PARK,NATICK,,12/27/14,2
215 ELIOT,NATICK,,12/29/14,2
PLEASANT,NATICK,,12/30/14,2
41 FISKE,NATICK,,12/30/14,2
150 WALNUT,NATICK,,12/31/14,2
254 NORTH MAIN,NATICK,,12/31/14,2
123 OAK,NATICK,,12/31/14,2
252 NORTH MAIN,NATICK,,12/31/14,2
166 HUNNEWELL,NEEDHAM,,1/28/14,2
122-126 COGSWELL,NEEDHAM,,1/28/14,1
149 RICHARDSON,NEEDHAM,,2/14/14,2
149 RICHARDSON,NEEDHAM,,2/24/14,2
76 DAMON,NEEDHAM,,3/10/14,2
140 WHITMAN,NEEDHAM,,3/18/14,2
GREAT-PLAIN,NEEDHAM,,3/25/14,2
WILSHIRE,NEEDHAM,AT HARRIS ST,4/14/14,2
471 HUNNEWELL,NEEDHAM,,4/15/14,2
25 ROSEMARY,NEEDHAM,,4/17/14,2
171 RESERVOIR,NEEDHAM,,4/28/14,1
1246-1250 GREAT-PLAIN,NEEDHAM,,5/21/14,2
4 FAIR-OAKS,NEEDHAM,,5/28/14,1
403 CHARLES-RIVER,NEEDHAM,,6/3/14,2
403 CHARLES-RIVER,NEEDHAM,,6/4/14,2
25 ROSEMARY,NEEDHAM,,6/10/14,2
716 HIGHLAND,NEEDHAM,,6/11/14,2
18 EDGEWOOD,NEEDHAM,,6/12/14,1
PARISH,NEEDHAM,,6/18/14,2
MANNING,NEEDHAM,AT LINDBERGH AVE,6/19/14,2
20 OAKLAND,NEEDHAM,,6/23/14,1
MAY,NEEDHAM,AT WARREN ST,7/13/14,1
LINDBERGH,NEEDHAM,AT MANNING ST,7/29/14,2
36 ROSEMARY,NEEDHAM,,8/4/14,1
MANNING,NEEDHAM,AT JAMES AVE,7/31/14,1
28-30 OAK,NEEDHAM,,8/5/14,2
313 BROOKLINE,NEEDHAM,,9/4/14,2
313 BROOKLINE,NEEDHAM,,9/9/14,
BROOKLINE,NEEDHAM,AT MANNING ST,9/9/14,
169 LAUREL,NEEDHAM,,9/15/14,
1708-1711 CENTRAL,NEEDHAM,,9/29/14,2
WEBSTER,NEEDHAM,,10/3/14,2
179 MANNING,NEEDHAM,,10/15/14,2
179 MANNING,NEEDHAM,,10/15/14,2
32 CHESTNUT,NEEDHAM,,10/21/14,2
15 PLEASANT,NEEDHAM,,10/24/14,2
634 WEBSTER,NEEDHAM,,10/27/14,2
BROOKLINE,NEEDHAM,,10/30/14,2
160 COUNTRY,NEEDHAM,,12/1/14,3
160 DAWSON,NEEDHAM,,12/3/14,2
161 WINDING RIVER,NEEDHAM,,12/5/14,2
38 RIDGEWAY,NEEDHAM,,12/8/14,2
71 WASHINGTON,NEEDHAM,,12/11/14,2
287 HIGH ROCK,NEEDHAM,,12/17/14,3
531 SOUTH,NEEDHAM,,12/19/14,2
83 WEBSTER,NEEDHAM,,12/26/14,2
KENDRICK,NEEDHAM,AT HUNTING RD,12/27/14,2
389 MANNING,NEEDHAM,,12/31/14,2
127 MT-PLEASANT,NEW BEDFORD,,1/7/14,2
349-351 W-CLINTON,NEW BEDFORD,,1/8/14,2
70 TRINITY,NEW BEDFORD,,1/9/14,2
70 LINDEN,NEW BEDFORD,,1/9/14,2
237 BATES,NEW BEDFORD,,1/9/14,2
73 LINDEN,NEW BEDFORD,,1/9/14,2
70 TRINITY,NEW BEDFORD,,1/9/14,2
43 JOUVETTE,NEW BEDFORD,,1/13/14,2
84 JOUVETTE,NEW BEDFORD,,1/14/14,1
915 HATHAWAY,NEW BEDFORD,,1/15/14,2
34 BULLARD,NEW BEDFORD,,1/17/14,2
1060 PLEASANT,NEW BEDFORD,,1/17/14,2
39-41 RYAN,NEW BEDFORD,,1/17/14,2
321 BELLEVILLE,NEW BEDFORD,,1/20/14,3
25 BLUEBERRY,NEW BEDFORD,,1/20/14,2
233 HARWICH,NEW BEDFORD,,1/21/14,1
367 STATE,NEW BEDFORD,,1/23/14,2
234 DAVIS,NEW BEDFORD,,1/27/14,2
570 S-SECOND,NEW BEDFORD,,1/27/14,1
63 CLIFFORD,NEW BEDFORD,,1/28/14,2
29-33 ARCH,NEW BEDFORD,,1/28/14,1
79 KATHERINE,NEW BEDFORD,,1/29/14,1
499 NASH,NEW BEDFORD,,1/29/14,1
39 ASHLEY,NEW BEDFORD,,1/30/14,1
80 KATHERINE,NEW BEDFORD,,1/31/14,1
109 ASHLEY,NEW BEDFORD,,1/31/14,2
200 WELD,NEW BEDFORD,,1/31/14,2
5 BULLARD,NEW BEDFORD,,2/2/14,1
5 BULLARD,NEW BEDFORD,,2/3/14,1
11 DAVIS,NEW BEDFORD,,2/3/14,1
220-222 BATES,NEW BEDFORD,,2/6/14,1
251-253 CENTRAL,NEW BEDFORD,,2/6/14,1
3 BULLARD,NEW BEDFORD,,2/6/14,2
3 BULLARD,NEW BEDFORD,,2/6/14,2
186 CHESTNUT,NEW BEDFORD,,2/7/14,1
49-51 MILFORD,NEW BEDFORD,,2/7/14,2
49-51 MILFORD,NEW BEDFORD,,2/7/14,2
506 ASHLEY,NEW BEDFORD,,2/8/14,1
106 LUKE,NEW BEDFORD,,2/9/14,1
685 SUMMER,NEW BEDFORD,,2/12/14,2
31 BABBITT,NEW BEDFORD,,2/14/14,2
52 NORMAN,NEW BEDFORD,,2/17/14,1
506 ASHLEY,NEW BEDFORD,,2/20/14,2
12 BIRCHWOOD,NEW BEDFORD,,2/20/14,2
COUNTY,NEW BEDFORD,AT WING ST,2/21/14,1
301 BELLEVILLE,NEW BEDFORD,,2/21/14,1
955 HILLCREST,NEW BEDFORD,,2/21/14,2
90 MORTON,NEW BEDFORD,,2/22/14,2
46 WING,NEW BEDFORD,,2/24/14,1
366 UNION,NEW BEDFORD,,2/24/14,1
84 NORMAN,NEW BEDFORD,,2/24/14,1
969 HILLCREST,NEW BEDFORD,,2/24/14,2
84 NORMAN,NEW BEDFORD,,2/24/14,2
159-161 BUTLER,NEW BEDFORD,,2/20/14,2
BULLOCK,NEW BEDFORD,AT DURFEE,2/20/14,1
329 BROOK,NEW BEDFORD,,2/24/14,2
195 WHITMAN,NEW BEDFORD,,2/24/14,1
1085 JOYCE,NEW BEDFORD,,3/7/14,2
166 SOMERSET,NEW BEDFORD,,3/7/14,2
MACARTHUR,NEW BEDFORD,AT STATE PIER,3/8/14,1
103 CLIFFORD,NEW BEDFORD,,3/10/14,1
143 HAWTHORN,NEW BEDFORD,,3/11/14,1
135 TALLMAN,NEW BEDFORD,,3/11/14,1
135 TALLMAN,NEW BEDFORD,,3/11/14,2
ROCKDALE,NEW BEDFORD,AT COVE,3/12/14,2
90 MOSS,NEW BEDFORD,,3/14/14,2
85 BEDFORD,NEW BEDFORD,,3/15/14,1
23 PINERIDGE,NEW BEDFORD,,3/19/14,1
29 WALDO,NEW BEDFORD,,3/20/14,2
115 CHARLES,NEW BEDFORD,,3/21/14,2
5 HARMONY,NEW BEDFORD,,3/21/14,2
130 MOTT,NEW BEDFORD,,3/24/14,2
853 PINE-HILL,NEW BEDFORD,,3/25/14,2
227 IRVINGTON,NEW BEDFORD,,3/27/14,2
319 DARTMOUTH,NEW BEDFORD,,3/28/14,1
110 TINKHAM,NEW BEDFORD,,3/28/14,2
1028 KEMPTON,NEW BEDFORD,,4/1/14,2
444 PRESCOTT,NEW BEDFORD,,4/1/14,2
925 BROCK,NEW BEDFORD,,4/1/14,2
404 BEDFORD,NEW BEDFORD,,4/4/14,1
193 ASH,NEW BEDFORD,,4/7/14,2
243 SAWYER,NEW BEDFORD,,4/7/14,1
2299 ACUSHNET,NEW BEDFORD,,4/8/14,1
89 MOSHER,NEW BEDFORD,,4/9/14,1
WHITMAN,NEW BEDFORD,AT ACUSHNET AVE,4/9/14,1
TINKHAM,NEW BEDFORD,,4/10/14,1
HATHAWAY,NEW BEDFORD,AT TRADEWIND ST,4/11/14,2
CARROLL,NEW BEDFORD,AT ROCKDALE AVE,4/11/14,2
209-211 EUGENIA,NEW BEDFORD,,4/11/14,2
99 BROCK,NEW BEDFORD,,4/14/14,2
322 NASH,NEW BEDFORD,,4/14/14,2
169 PLYMOUTH,NEW BEDFORD,,4/17/14,2
442 BROCK,NEW BEDFORD,,4/18/14,2
8 BRIGHAM,NEW BEDFORD,,4/19/14,2
141 CHARLES,NEW BEDFORD,,4/19/14,3
77 FRUIT,NEW BEDFORD,,4/19/14,1
77 FRUIT,NEW BEDFORD,,4/22/14,2
963 HOMESTEAD,NEW BEDFORD,,4/24/14,2
TARKILN-HILL,NEW BEDFORD,AT BELLEVILLE AVE,4/24/14,2
102 STATE,NEW BEDFORD,,4/28/14,1
1027 CHAFFEE,NEW BEDFORD,,4/29/14,2
4499 ACUSHNET,NEW BEDFORD,,5/5/14,1
968-970 KEMPTON,NEW BEDFORD,,5/9/14,3
47 SYCAMORE,NEW BEDFORD,,5/14/14,1
1073 MT-PLEASANT,NEW BEDFORD,,5/16/14,1
248 HAWTHORN,NEW BEDFORD,,5/16/14,2
838 PURCHASE,NEW BEDFORD,,5/21/14,1
473 COTTAGE,NEW BEDFORD,,5/22/14,1
56 MAITLAND,NEW BEDFORD,,5/22/14,1
64-66 OAKLAWN,NEW BEDFORD,,5/22/14,1
108 SOUTH,NEW BEDFORD,,5/27/14,2
16 LANDRY,NEW BEDFORD,,5/27/14,1
442 BROCK,NEW BEDFORD,,5/29/14,2
ASHLEY,NEW BEDFORD,,5/29/14,1
1421 COVE,NEW BEDFORD,,6/2/14,1
23 EDNA,NEW BEDFORD,,6/3/14,1
881 TERRY,NEW BEDFORD,,6/4/14,2
74 HOPE,NEW BEDFORD,,6/4/14,2
TARKILN-HILL,NEW BEDFORD,AT ACUSHNET AVE,6/5/14,1
30-32 EMERY,NEW BEDFORD,,6/6/14,1
239 ASHLEY,NEW BEDFORD,,6/9/14,2
74 HEMLOCK,NEW BEDFORD,,6/9/14,1
40 LINDEN,NEW BEDFORD,,6/9/14,1
45 TIMBERLANE,NEW BEDFORD,,6/9/14,1
DURFEE,NEW BEDFORD,AT HIGHLAND ST,6/10/14,2
301 BELLEVILLE,NEW BEDFORD,,6/10/14,2
64 OAKLAWN,NEW BEDFORD,,6/10/14,2
1751-1759 ACUSHNET,NEW BEDFORD,,6/11/14,2
227 DAWSON,NEW BEDFORD,,6/12/14,2
STUDLEY,NEW BEDFORD,,6/12/14,1
58 IVY,NEW BEDFORD,,6/16/14,1
311 COFFIN,NEW BEDFORD,,6/17/14,2
ASHLEY,NEW BEDFORD,AT COFFIN AVE,6/17/14,2
52 FERN,NEW BEDFORD,,6/17/14,2
235-237 SHAW,NEW BEDFORD,,6/17/14,1
54 OCEAN,NEW BEDFORD,,6/20/14,2
53 OCEAN,NEW BEDFORD,,6/20/14,1
245 SHAW,NEW BEDFORD,,6/20/14,1
32 ROCKLAND,NEW BEDFORD,,6/23/14,2
145 ROCKLAND,NEW BEDFORD,,6/24/14,2
293 COFFIN,NEW BEDFORD,,6/24/14,1
135 CHESTNUT,NEW BEDFORD,,6/25/14,2
52 THOMPSON,NEW BEDFORD,,6/25/14,2
52 THOMPSON,NEW BEDFORD,,6/25/14,1
35 MYRTLE,NEW BEDFORD,,6/26/14,2
333-335 PLEASANT,NEW BEDFORD,,6/26/14,2
237 WELD,NEW BEDFORD,,6/26/14,1
812 BELLEVILLE,NEW BEDFORD,,6/30/14,2
824 BELLEVILLE,NEW BEDFORD,,6/30/14,2
65 LARCH,NEW BEDFORD,,6/30/14,2
464 ROCKDALE,NEW BEDFORD,,7/1/14,1
464 ROCKDALE,NEW BEDFORD,,7/2/14,2
21 WILLOW,NEW BEDFORD,,7/2/14,1
41 TARKILN-HILL,NEW BEDFORD,,7/3/14,2
RUTLAND,NEW BEDFORD,AT 349 CONDUIT ST,7/3/14,2
30 ADAMS,NEW BEDFORD,,7/3/14,2
120 HEMLOCK,NEW BEDFORD,,7/5/14,1
498 CHURCH,NEW BEDFORD,,7/8/14,2
192 CHURCH,NEW BEDFORD,,7/8/14,2
1 HYACINTH,NEW BEDFORD,,7/9/14,1
OPP 18 LINDEN,NEW BEDFORD,,7/11/14,2
PLEASANT,NEW BEDFORD,NORTH OF LINDEN ST.,7/11/14,2
356 VALLEY,NEW BEDFORD,,7/12/14,1
231 POPE,NEW BEDFORD,,7/14/14,2
1743-1749 ACUSHNET,NEW BEDFORD,,7/15/14,2
41 ADAMS,NEW BEDFORD,,7/21/14,2
41 ADAMS,NEW BEDFORD,,7/21/14,2
CHURCH,NEW BEDFORD,AT BELLWVILLE RD,7/22/14,2
43 CAPITOL,NEW BEDFORD,,7/22/14,1
414-415 COTTAGE,NEW BEDFORD,,7/23/14,2
63 E-CLINTON,NEW BEDFORD,,7/23/14,2
790 ROCKDALE,NEW BEDFORD,,7/23/14,1
65 SEYMOUR,NEW BEDFORD,,7/24/14,2
49 SEYMOUR,NEW BEDFORD,,7/24/14,1
65 SEYMOUR,NEW BEDFORD,,7/25/14,2
49 SEYMOUR,NEW BEDFORD,,7/26/14,1
S-SIXTH,NEW BEDFORD,,8/1/14,2
83 BEDFORD,NEW BEDFORD,,8/4/14,2
443 MAXFIELD,NEW BEDFORD,,8/4/14,2
RUSSELL,NEW BEDFORD,,8/4/14,2
28 VIALL,NEW BEDFORD,,8/4/14,2
186 ROCKDALE,NEW BEDFORD,,8/5/14,2
121-137 FILLMORE,NEW BEDFORD,,8/5/14,1
14 EDWARD,NEW BEDFORD,,8/6/14,2
170 DEANE,NEW BEDFORD,,8/6/14,1
24 ALVA,NEW BEDFORD,,8/7/14,2
RICHMOND,NEW BEDFORD,AT AUSTIN ST,8/7/14,2
BROCK,NEW BEDFORD,,8/7/14,2
21 AGNES,NEW BEDFORD,,8/8/14,2
124 COUNTY,NEW BEDFORD,,7/31/14,1
87 SUTTON,NEW BEDFORD,,8/4/14,2
34 SWIFT,NEW BEDFORD,,8/4/14,2
POPE,NEW BEDFORD,,8/4/14,2
