ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
ENDICOTT,WORCESTER,@ 62 WINTHROP ST,29-Jun-15,3
PALISADES,WORCESTER,@ TOURAINE ST,29-Jun-15,3
334 HARVARD,CAMBRIDGE,,30-Jun-15,2
3 JANET,GRAFTON,,30-Jun-15,3
7 STONEY POINT,KINGSTON,,30-Jun-15,3
45 FAY,MARLBORO,,30-Jun-15,3
23 LESLIE,MILLBURY,,30-Jun-15,3
31 RIVERLIN,MILLBURY,,30-Jun-15,3
58 RIVERLIN,MILLBURY,,30-Jun-15,3
TACOMA,NEW BEDFORD,@ ASHLEY BLVD,30-Jun-15,3
1101 VICTORIA,NEW BEDFORD,,30-Jun-15,3
67-69 GORE,CAMBRIDGE,,1-Jul-15,3
41-43 HUTTLESTON,FAIRHAVEN,,1-Jul-15,3
11 OTIS,MILFORD,,1-Jul-15,3
284 MILLBURY,MILLBURY,,1-Jul-15,3
208 WEATHERBEE,WESTWOOD,,1-Jul-15,3
HAMPSHIRE,CAMBRIDGE,@ CAMBRIDGE ST,2-Jul-15,2
5 JUMBO'S,GRAFTON,,2-Jul-15,3
100 PINE,GRAFTON,,2-Jul-15,3
DILLA,MILFORD,CEDAR ST,2-Jul-15,3
1 FORTUNE,MILFORD,,2-Jul-15,3
CHAFFEE,NEW BEDFORD,@ HEYWOOD ST,2-Jul-15,3
1017 DEWEY,NEW BEDFORD,,2-Jul-15,3
POND,WESTWOOD,CIRCUIT RD,2-Jul-15,3
81 BELMONT,SOMERVILLE,,3-Jul-15,3
63 POWDER MILL,MAYNARD,,5-Jul-15,3
17 JODIE,FRAMINGHAM,,6-Jul-15,3
8 GERSHOM,GRAFTON,,6-Jul-15,3
20 CLAFLIN,MILFORD,,6-Jul-15,3
12 DEPOT,MILFORD,,6-Jul-15,3
21 EAST,MILFORD,,6-Jul-15,3
32 SAINT LO,FRAMINGHAM,,7-Jul-15,3
4 VIRGINIA,GRAFTON,,7-Jul-15,3
26 WINTER,KINGSTON,,7-Jul-15,3
41 WINTER,KINGSTON,,7-Jul-15,3
42 BOUDREAU,MARLBORO,,7-Jul-15,3
59 FRYE,MARLBORO,,7-Jul-15,3
24 MAIN,MILFORD,,7-Jul-15,3
14 COMMODORE,WORCESTER,,7-Jul-15,3
17 COMMODORE,WORCESTER,,7-Jul-15,3
26 COMMODORE,WORCESTER,,7-Jul-15,3
75 PIERCE,WORCESTER,,7-Jul-15,3
324 WINTER,FRAMINGHAM,,8-Jul-15,2
5 CRESCENT,GRAFTON,,8-Jul-15,3
54 NORTH,GRAFTON,,8-Jul-15,3
56 NORTH,GRAFTON,,8-Jul-15,3
277 GROVE,KINGSTON,,8-Jul-15,3
98 WEST,MILFORD,,8-Jul-15,3
165 LANCASTER,WEST BOYLSTON,,8-Jul-15,3
264 LANCASTER,WEST BOYLSTON,,8-Jul-15,3
95 TEMPLE,WEST BOYLSTON,,8-Jul-15,3
58 COMMODORE,WORCESTER,,8-Jul-15,3
60-62 ARSENAL,FRAMINGHAM,,9-Jul-15,3
14 SOUTH,GRAFTON,,9-Jul-15,3
38 SOUTH,GRAFTON,,9-Jul-15,3
47 SOUTH,GRAFTON,,9-Jul-15,3
6 HIGH,MILFORD,,9-Jul-15,3
9 OLIVER,MILFORD,,9-Jul-15,3
HOMESTEAD,NEW BEDFORD,@ MORRIS ST,9-Jul-15,3
4 TOWNSEND,WEST BOYLSTON,,9-Jul-15,3
152 PHILLIPS BROOKS,WESTWOOD,,9-Jul-15,3
78 PHILLIPS BROOKS,WESTWOOD,,9-Jul-15,3
21 STRASSER,WESTWOOD,,9-Jul-15,3
71 STRASSER,WESTWOOD,,9-Jul-15,3
1 NOTTINGHAM,GRAFTON,,10-Jul-15,3
39 SHAWMUT,MARLBORO,,10-Jul-15,3
30 PROSPECT,SOMERVILLE,WASHINGTON ST,10-Jul-15,2
86 FEARING,WESTWOOD,,10-Jul-15,3
6 HAWKTREE,WESTWOOD,,10-Jul-15,3
759 MASSACHUSETTS,CAMBRIDGE,,12-Jul-15,2
73 TREMONT,CAMBRIDGE,,13-Jul-15,3
10 CRESTWOOD,FRAMINGHAM,,13-Jul-15,2
48 BIGELOW,MARLBORO,,13-Jul-15,3
157 ESSEX,MARLBORO,,13-Jul-15,3
51 ESSEX,MARLBORO,,13-Jul-15,3
41 SCHOFIELD,MARLBORO,,13-Jul-15,3
20 LAUREL,NEEDHAM,,13-Jul-15,3
88 BELMONT,SOMERVILLE,,13-Jul-15,3
22 PHILLIPS BROOKS,WESTWOOD,,13-Jul-15,3
2 LONGMEADOW,WORCESTER,,13-Jul-15,3
782 PLEASANT,WORCESTER,,13-Jul-15,3
23 SAINT ELMO,WORCESTER,,13-Jul-15,3
137 BEACH,MARLBORO,,14-Jul-15,3
28 SANDINI,MARLBORO,,14-Jul-15,3
19 FARNUM,WORCESTER,,14-Jul-15,3
104A INMAN,CAMBRIDGE,,15-Jul-15,3
115-117 INMAN,CAMBRIDGE,,15-Jul-15,2
39-41 INMAN,CAMBRIDGE,,15-Jul-15,2
76 GREYSTONE,DARTMOUTH,,15-Jul-15,3
GRANT,FRAMINGHAM,@ DAVIS ST,15-Jul-15,2
22 CLOVER HILL,MARLBORO,,15-Jul-15,3
36 CLOVER HILL,MARLBORO,,15-Jul-15,3
128 LEOLEIS,MARLBORO,,15-Jul-15,3
26 VINE,MARLBORO,,15-Jul-15,3
77 OHIO,NEW BEDFORD,,15-Jul-15,3
225 WASHINGTON,WESTWOOD,,15-Jul-15,3
14 BRANDON,WORCESTER,,15-Jul-15,3
92 BRANDON,WORCESTER,,15-Jul-15,3
5 EUNICE,WORCESTER,,15-Jul-15,3
124 COLUMBIA,CAMBRIDGE,,16-Jul-15,3
55F CRYSTAL BROOK,MARLBORO,,16-Jul-15,3
57 STRAFFORD,WESTWOOD,,16-Jul-15,3
5 ACUSHNET,WORCESTER,,16-Jul-15,3
823 PLEASANT,WORCESTER,,16-Jul-15,3
193-195 HAMPSHIRE,CAMBRIDGE,,17-Jul-15,2
HAMPSHIRE,CAMBRIDGE,@ DICKINSON ST,17-Jul-15,2
129 ADAMS,DARTMOUTH,,17-Jul-15,3
20 CRESCENT,MARLBORO,,17-Jul-15,3
239 ASHLEY,NEW BEDFORD,,17-Jul-15,3
ASHLEY,NEW BEDFORD,,17-Jul-15,3
51-53 PRESTON,SOMERVILLE,,17-Jul-15,3
BRANTWOOD,WORCESTER,,17-Jul-15,3
1061 PLEASANT,WORCESTER,,17-Jul-15,3
19 FLORENCE,NATICK,,19-Jul-15,3
67 PROVIDENCE,GRAFTON,,20-Jul-15,3
12 MILDON,MARLBORO,,20-Jul-15,3
FAIRHAVEN,MATTAPOISETT,@ WILDWOOD TER,20-Jul-15,3
19 FLORENCE,NATICK,,20-Jul-15,3
190 PROSPECT,CAMBRIDGE,,21-Jul-15,3
220-222 PROSPECT,CAMBRIDGE,,21-Jul-15,3
29 BICKNELL,MARLBORO,,21-Jul-15,3
COVE,NEW BEDFORD,@ S. FIRST ST,21-Jul-15,3
14-21 COMMODORE,WORCESTER,,21-Jul-15,3
45 UNCATENA,WORCESTER,,21-Jul-15,3
UNCATENA,WORCESTER,@ QUINAPOXET LN,21-Jul-15,3
117 KENDALL,FRAMINGHAM,,22-Jul-15,3
47 KENDALL,FRAMINGHAM,,22-Jul-15,3
99 KENDALL,FRAMINGHAM,,22-Jul-15,3
15 CHRISTOPHER,GRAFTON,,22-Jul-15,3
PROSPECT,MARLBORO,@ PIERCE ST,22-Jul-15,3
18 WILSHIRE,MARLBORO,,22-Jul-15,3
BELLEVILLE,NEW BEDFORD,@ TARKILN HILL RD,22-Jul-15,3
773 SOUTH FIRST,NEW BEDFORD,,22-Jul-15,3
SOUTH FIRST,NEW BEDFORD,JENNINGS CT,22-Jul-15,3
130-132 TARKILN HILL,NEW BEDFORD,,22-Jul-15,3
48 PUTNAM,SOMERVILLE,,22-Jul-15,3
25 GOVERNORS,WORCESTER,,22-Jul-15,3
1486-1488 CAMBRIDGE,CAMBRIDGE,,23-Jul-15,3
2 JOYS,GRAFTON,,23-Jul-15,3
54 SUNRISE,GRAFTON,,23-Jul-15,3
16 TISBURY,NEW BEDFORD,,23-Jul-15,3
TISBURY,NEW BEDFORD,@ TARKILN HILL RD,23-Jul-15,3
20 PRUDENTIAL,WORCESTER,,23-Jul-15,3
SIXTH,CAMBRIDGE,,24-Jul-15,2
13 EDGEWORTH,DARTMOUTH,,24-Jul-15,3
9 HOWLAND,DARTMOUTH,,24-Jul-15,3
26 PALMER,DARTMOUTH,,24-Jul-15,3
12 MOUNTAIN,MARLBORO,,24-Jul-15,3
KIRKLAND,CAMBRIDGE,,27-Jul-15,2
SCHOOL,MILFORD,@ SPRUCE ST,27-Jul-15,3
810 SHAWMUT,NEW BEDFORD,,27-Jul-15,3
86 WILBUR,DARTMOUTH,,28-Jul-15,3
14 POWERLINE,GRAFTON,,28-Jul-15,3
80 KINNAIRD,CAMBRIDGE,,29-Jul-15,3
1 HALLETT,FRAMINGHAM,,29-Jul-15,3
55-57 BRANSCOMB,NEW BEDFORD,,29-Jul-15,3
COVE,NEW BEDFORD,@ COUNTY ST,29-Jul-15,3
WING,NEW BEDFORD,@ PURCHASE ST,29-Jul-15,3
29 VINAL,SOMERVILLE,,29-Jul-15,3
58 VINAL,SOMERVILLE,,29-Jul-15,3
OPP 15 VINAL,SOMERVILLE,,29-Jul-15,3
206 GLEASONDALE,STOW,,29-Jul-15,2
5 EAGLE,WORCESTER,,29-Jul-15,3
133 PLANTATION,WORCESTER,,29-Jul-15,3
249 LAKEVIEW,CAMBRIDGE,,30-Jul-15,2
332 IRVING,FRAMINGHAM,,30-Jul-15,3
36-38 ORCHARD,GRAFTON,,30-Jul-15,3
8 ORCHARD,GRAFTON,,30-Jul-15,3
229 HERSOM,NEW BEDFORD,,30-Jul-15,3
HERSOM,NEW BEDFORD,ACUSHNET AVE,30-Jul-15,3
MONTELLO,WORCESTER,@ DELAWANDA DR,30-Jul-15,3
343 BROADWAY,CAMBRIDGE,,31-Jul-15,3
178 WARREN,FRAMINGHAM,,31-Jul-15,3
21 FERRY,GRAFTON,,31-Jul-15,3
15 ROBERT BONAZZOLI,HUDSON,,31-Jul-15,3
15 MUNROE,SOMERVILLE,,31-Jul-15,2
10 BATES,CAMBRIDGE,,3-Aug-15,3
MASSACHUSETTS,CAMBRIDGE,,3-Aug-15,2
PLYMOUTH,CAMBRIDGE,,3-Aug-15,2
PROSPECT,CAMBRIDGE,,3-Aug-15,2
47 EVELYN,DARTMOUTH,,3-Aug-15,3
12 BERKSHIRE,FRAMINGHAM,,4-Aug-15,3
15 LINDBERGH,FRAMINGHAM,,4-Aug-15,3
3 AVALON,GRAFTON,,4-Aug-15,3
18-28 AZALEA,GRAFTON,,4-Aug-15,3
9-11 DOVER,HUDSON,,4-Aug-15,3
3 FORT MEADOW,HUDSON,,4-Aug-15,3
HAWKTREE,WESTWOOD,,4-Aug-15,3
24 QUINCY,CAMBRIDGE,,5-Aug-15,3
186 ELM,SOMERVILLE,TENNEY ST,5-Aug-15,3
68 ELM,SOMERVILLE,,5-Aug-15,3
FARNUM,WORCESTER,,5-Aug-15,3
392 JUNE,WORCESTER,,5-Aug-15,3
1145 PLEASANT,WORCESTER,,5-Aug-15,3
122 MILLBURY,GRAFTON,,6-Aug-15,3
19 WITHERBEE,MARLBORO,,6-Aug-15,3
25 WITHERBEE,MARLBORO,,6-Aug-15,3
274 SAINT NICHOLAS,WORCESTER,,6-Aug-15,3
119 WINDSOR,CAMBRIDGE,,7-Aug-15,3
43 BLANCHARD,GRAFTON,,7-Aug-15,3
17 DANIELLE,GRAFTON,,7-Aug-15,3
58 EMMETT,MARLBORO,,7-Aug-15,3
226 WINDSOR,CAMBRIDGE,,10-Aug-15,3
4 HOWARD,DARTMOUTH,,10-Aug-15,3
HOWARD,DARTMOUTH,,10-Aug-15,3
24 VILLAGE,DARTMOUTH,,10-Aug-15,3
10 DRISCOLL,FRAMINGHAM,,10-Aug-15,3
355 BOLTON,MARLBORO,,10-Aug-15,3
358 BOLTON,MARLBORO,,10-Aug-15,3
BOLTON,MARLBORO,HUDSON ST,10-Aug-15,3
BOLTON,MARLBORO,BLAISWOOD AVE,10-Aug-15,3
BOLTON,MARLBORO,@ RESERVOIR ST,10-Aug-15,3
25 FORSBERG,WORCESTER,,10-Aug-15,3
36 GRAY,CAMBRIDGE,,11-Aug-15,3
46 HOSMER,MARLBORO,,11-Aug-15,3
150 LEOLEIS,MARLBORO,,11-Aug-15,3
707 STEVENS,MARLBORO,,11-Aug-15,3
NORTH,SOMERVILLE,,11-Aug-15,3
178 FREMONT,WORCESTER,,11-Aug-15,3
329 SINGLETARY,FRAMINGHAM,,12-Aug-15,3
12-16 SUMMERFIELD,GRAFTON,,12-Aug-15,3
WASHINGTON,HUDSON,,12-Aug-15,2
108 APPLEWOOD,MARLBORO,,12-Aug-15,3
9 EAST MOUNTAIN,WORCESTER,,12-Aug-15,3
639 GRAFTON,WORCESTER,,12-Aug-15,3
139 MILLBURY,GRAFTON,,13-Aug-15,3
59 NEIL,MARLBORO,,13-Aug-15,3
MARTHA JONES,WESTWOOD,@ OAK ST,13-Aug-15,3
40 GRANBY,WORCESTER,,13-Aug-15,3
149 HANCOCK,CAMBRIDGE,,14-Aug-15,3
77 HANCOCK,CAMBRIDGE,,14-Aug-15,3
99 HANCOCK,CAMBRIDGE,,14-Aug-15,3
334 WASHINGTON,SOMERVILLE,,14-Aug-15,3
WASHINGTON,SOMERVILLE,@ BOWDOIN ST,14-Aug-15,2
210 BROADWAY,CAMBRIDGE,,17-Aug-15,3
223 BROADWAY,CAMBRIDGE,,17-Aug-15,3
192 WILSON,MARLBORO,,17-Aug-15,3
143 CLIFFORD,NEW BEDFORD,,17-Aug-15,3
285 CLIFFORD,NEW BEDFORD,,17-Aug-15,3
13 DARLING,ACUSHNET,,18-Aug-15,3
22 ASHLEY,MARLBORO,,18-Aug-15,3
82 ASHLEY,MARLBORO,,18-Aug-15,3
COOK,MARLBORO,@ PETERS AVE,18-Aug-15,3
69 SOUTH MAIN,NATICK,,18-Aug-15,3
19-21 PARKDALE,SOMERVILLE,,18-Aug-15,3
45 FLAGG,WORCESTER,,18-Aug-15,3
64 FLAGG,WORCESTER,,18-Aug-15,3
20 BROOKSIDE,ACUSHNET,,19-Aug-15,3
BISHOP RICHARD ALLEN,CAMBRIDGE,@ ESSEX ST,19-Aug-15,3
41 VILLAGE,MARLBORO,,19-Aug-15,3
52 WESTMINSTER,MARLBORO,,19-Aug-15,3
151 BIRCH,NEW BEDFORD,,19-Aug-15,3
CENTRAL,NEW BEDFORD,@ BROOK ST,19-Aug-15,3
CENTRAL,NEW BEDFORD,@ ARLINGTON ST,19-Aug-15,3
CENTRAL,NEW BEDFORD,@ ASHLEY BLVD,19-Aug-15,3
375 BOSTON PROVIDENCE,WESTWOOD,,19-Aug-15,3
306 BURNCOAT,WORCESTER,,19-Aug-15,3
60 COPPERFIELD,WORCESTER,,19-Aug-15,3
98 LINCOLN,FRAMINGHAM,,20-Aug-15,3
HENRY,FRAMINGHAM,@ LINCOLN ST,20-Aug-15,2
11 MORTON,FRAMINGHAM,,20-Aug-15,2
12 SEAVER-FARM,GRAFTON,,20-Aug-15,3
139 EDINBORO,MARLBORO,,20-Aug-15,3
41 MARLTON,MARLBORO,,20-Aug-15,3
57 MARLTON,MARLBORO,,20-Aug-15,3
SOUTH SECOND,NEW BEDFORD,,20-Aug-15,3
HOLDEN,WEST BOYLSTON,,20-Aug-15,3
1-7 BUTTERCUP,GRAFTON,,21-Aug-15,3
59 NEIL,MARLBORO,,21-Aug-15,3
52 SOUTH SECOND,NEW BEDFORD,,21-Aug-15,3
29 HALL,SOMERVILLE,,21-Aug-15,3
71-72 UNION,SOMERVILLE,,21-Aug-15,3
WINSLOW,SOMERVILLE,,21-Aug-15,3
14 CALVIN,SOMERVILLE,,21-Aug-15,2
35 HERBERT,FRAMINGHAM,,24-Aug-15,3
46 HOSMER,MARLBORO,,24-Aug-15,3
126 WINTER,FRAMINGHAM,,25-Aug-15,3
197 WINTER,FRAMINGHAM,,25-Aug-15,2
312 WINTER,FRAMINGHAM,,25-Aug-15,2
46-48 TULIP,GRAFTON,,25-Aug-15,3
50-54 TULIP,GRAFTON,,25-Aug-15,3
FOREST,HUDSON,,25-Aug-15,3
10-12 CALVIN,SOMERVILLE,WASHINGTON ST,25-Aug-15,2
12 GLENDALE,WORCESTER,,25-Aug-15,3
16 GLENDALE,WORCESTER,,25-Aug-15,3
54 GLENDALE,WORCESTER,,25-Aug-15,3
50 FOLLEN,CAMBRIDGE,,26-Aug-15,2
100 MONROE,DEDHAM,,26-Aug-15,3
347 MOUNT VERNON,DEDHAM,,26-Aug-15,3
SHIRETOWN,DEDHAM,@ ADAMS ST,26-Aug-15,3
COOK,MARLBORO,@ HILDRETH ST,26-Aug-15,3
54 NOLAN,MARLBORO,,26-Aug-15,3
12 SPENSER,MARLBORO,,26-Aug-15,3
SPEEN,NATICK,@ W. CENTRAL ST,26-Aug-15,3
27-29 FOREST,NORTHBRIDGE,,26-Aug-15,3
WILLIAMS,UPTON,,26-Aug-15,3
9 MATTSON,WORCESTER,,26-Aug-15,3
9 PATCH RESERVOIR,WORCESTER,,26-Aug-15,3
33 SHERBURNE,WORCESTER,,26-Aug-15,3
155 WALNUT,FRAMINGHAM,,27-Aug-15,3
471 CHURCH,NORTHBRIDGE,,27-Aug-15,3
70 EAST,NORTHBRIDGE,,27-Aug-15,3
94 EAST,NORTHBRIDGE,,27-Aug-15,3
25 WILLIAMS,UPTON,,27-Aug-15,3
37 WILLIAMS,UPTON,,27-Aug-15,3
MERRILL,WORCESTER,@ BOARDMAN ST,27-Aug-15,3
15 PROCTOR,WORCESTER,,27-Aug-15,3
25 WAMSUTTA,ACUSHNET,,28-Aug-15,3
WINTER,FRAMINGHAM,@ SALEM END RD,28-Aug-15,2
42 MONPONSET,HYDE PARK,,28-Aug-15,3
TOWER,WORCESTER,@ HASTINGS AVE,28-Aug-15,3
BLACKSTONE,CAMBRIDGE,@ TENNIS CT,31-Aug-15,3
301 VASSAR,CAMBRIDGE,,31-Aug-15,3
65 EAST CENTRAL,NATICK,,31-Aug-15,3
38 MOHAWK,NORTHBORO,,31-Aug-15,3
115 PACIFIC,CAMBRIDGE,,1-Sep-15,3
59 UPLAND,MARLBORO,,1-Sep-15,3
162 MAIN,UPTON,,1-Sep-15,3
10 KNOX,WORCESTER,,1-Sep-15,3
MAIN,WORCESTER,AT MAY ST,1-Sep-15,3
100 GRACE,MARLBORO,,2-Sep-15,3
641 BROCK,NEW BEDFORD,,2-Sep-15,3
59-1 HUDSON,NORTHBORO,,2-Sep-15,3
WASHINGTON,SOMERVILLE,,2-Sep-15,3
WEBSTER,SOMERVILLE,,2-Sep-15,3
11 HAZELTINE,UPTON,,2-Sep-15,3
13 HAZELTINE,UPTON,,2-Sep-15,3
3 WHITNEY,UPTON,,2-Sep-15,3
26 MARCONI,WORCESTER,,2-Sep-15,3
305 MAIN,FAIRHAVEN,,3-Sep-15,3
372 MAIN,FAIRHAVEN,,3-Sep-15,3
492 CONCORD,FRAMINGHAM,,3-Sep-15,3
541 CONCORD,FRAMINGHAM,,3-Sep-15,3
595-597 CONCORD,FRAMINGHAM,,3-Sep-15,3
643 CONCORD,FRAMINGHAM,,3-Sep-15,3
CONCORD,FRAMINGHAM,@ VALENTINE RD,3-Sep-15,3
CONCORD,FRAMINGHAM,@ THELMA RD,3-Sep-15,3
245 CLIFFORD,NEW BEDFORD,,3-Sep-15,3
99 MAIN,UPTON,,3-Sep-15,3
606 CHANDLER,WORCESTER,,3-Sep-15,3
GARDNER,WORCESTER,@ TAINTER ST,3-Sep-15,3
144 MASSASOIT,WORCESTER,,3-Sep-15,3
1 NIXON,WORCESTER,,3-Sep-15,3
163 WEST BOYLSTON,WORCESTER,,3-Sep-15,3
17 WEST BOYLSTON,WORCESTER,,3-Sep-15,3
CONCORD,CAMBRIDGE,,4-Sep-15,3
MASSACHUSETTS,CAMBRIDGE,TROWBRIDGE ST,4-Sep-15,2
SPRINGFIELD,SOMERVILLE,@ HOUGHTON ST,4-Sep-15,3
78 HOLLIS,WORCESTER,,4-Sep-15,3
WHITTIER,MARLBORO,@ STEVENS ST,8-Sep-15,3
7 STATION,UPTON,,8-Sep-15,3
101 SOUTH MAIN,UXBRIDGE,,8-Sep-15,3
97 CAMBRIDGE,WORCESTER,,8-Sep-15,3
238 MAY,WORCESTER,,8-Sep-15,3
1200 WEST BOYLSTON,WORCESTER,,8-Sep-15,3
2355 PROVIDENCE,NORTHBRIDGE,,9-Sep-15,3
854 WEST BOYLSTON,WORCESTER,,9-Sep-15,3
WEST BOYLSTON,WORCESTER,@ HASTINGS RD,9-Sep-15,3
WEST BOYLSTON,WORCESTER,MARLAND RD,9-Sep-15,3
19-21 FOUNTAIN,CAMBRIDGE,,10-Sep-15,3
21 COLONIAL,SHREWSBURY,,10-Sep-15,3
19 CLEARVIEW,FRAMINGHAM,,11-Sep-15,3
408 CEDAR,NEW BEDFORD,,11-Sep-15,3
29 FOX HILL,SHREWSBURY,,11-Sep-15,3
15 SOUTHER,WORCESTER,,11-Sep-15,3
229 HERSOM,NEW BEDFORD,,14-Sep-15,3
30 MCGREGOR,SHERBORN,,14-Sep-15,3
37 LYMAN,FRAMINGHAM,,15-Sep-15,3
42 CENTRAL,FRAMINGHAM,,15-Sep-15,2
630 HEMENWAY,MARLBORO,,15-Sep-15,3
15 WESTON,SOMERVILLE,,15-Sep-15,3
EUNICE,WORCESTER,CLARK ST,15-Sep-15,3
TRIANGLE,WORCESTER,E. MOUNTAIN ST,15-Sep-15,3
51 BOUFFARD,MARLBORO,,16-Sep-15,3
55 BOUFFARD,MARLBORO,,16-Sep-15,3
46 MELODY,MARLBORO,,16-Sep-15,3
3 DOPPING BROOK,SHERBORN,,16-Sep-15,3
WESTERN,SHERBORN,@ DOPPING BROOK RD,16-Sep-15,3
16 TARRYTOWN,WORCESTER,,16-Sep-15,3
88 STANDISH,NEEDHAM,,17-Sep-15,3
31 HAMILTON,NORTHBORO,,17-Sep-15,3
57 OLD ORCHARD,SHERBORN,,17-Sep-15,3
BROOK,SHERBORN,WESTERN AVE,17-Sep-15,2
23-25 CHETWYND,SOMERVILLE,,17-Sep-15,3
25 ASSABET,WORCESTER,,17-Sep-15,3
91 NEW BOND,WORCESTER,,17-Sep-15,3
12 PONIKEN,WORCESTER,,17-Sep-15,3
173 OAK CREST,FRAMINGHAM,,18-Sep-15,3
182 SUMMER,KINGSTON,,18-Sep-15,3
40 GLEASON,FRAMINGHAM,,21-Sep-15,3
83 NORTH,MATTAPOISETT,,21-Sep-15,3
2 HIGH,MAYNARD,,21-Sep-15,3
226 IRVINGTON,NEW BEDFORD,,21-Sep-15,3
251-258 IRVINGTON,NEW BEDFORD,,21-Sep-15,3
ORCHARD,NEW BEDFORD,,21-Sep-15,3
14 BILLINGHAM,SOMERVILLE,,21-Sep-15,3
29 FOSTER,FRAMINGHAM,,22-Sep-15,3
1 QUINLAN,FRAMINGHAM,,22-Sep-15,3
GREAT,MAYNARD,@ HAYES ST,22-Sep-15,3
1 MCKINLEY,MAYNARD,,22-Sep-15,3
498 CHURCH,NEW BEDFORD,,22-Sep-15,3
562 CHURCH,NEW BEDFORD,,22-Sep-15,3
CHURCH,NEW BEDFORD,@ TARKILN HILL RD,22-Sep-15,3
CHURCH,NEW BEDFORD,NORTH OF CARLISE ST,22-Sep-15,3
12 CHECKERBERRY,SHREWSBURY,,22-Sep-15,3
37 MOORE,SOMERVILLE,,22-Sep-15,3
26 NAVASOTA,WORCESTER,,22-Sep-15,3
22 GEORGE,MAYNARD,,23-Sep-15,3
3 PATTI,MAYNARD,,23-Sep-15,3
9 PATTI,MAYNARD,,23-Sep-15,3
PATTI,MAYNARD,@ MICHAEL RD,23-Sep-15,3
8 SUNSET,MAYNARD,,23-Sep-15,3
31 HASTINGS,MENDON,,23-Sep-15,3
296 VEGA,SHREWSBURY,,23-Sep-15,3
BROOKS,MAYNARD,@ LINCOLN ST,24-Sep-15,3
BELMONT,WORCESTER,FOUNTAIN ST,24-Sep-15,3
WINTER,FRAMINGHAM,@ SALEM END RD,25-Sep-15,3
653 WORCESTER,FRAMINGHAM,,25-Sep-15,2
WORCESTER,FRAMINGHAM,@ MAIN ST,25-Sep-15,2
HOSMER,MARLBORO,EAGER CT,25-Sep-15,3
76 CHESTNUT,ASHLAND,,28-Sep-15,3
21 CHARLES,FRAMINGHAM,,28-Sep-15,3
39 WINTER,FRAMINGHAM,,28-Sep-15,2
42 BENTON,SOMERVILLE,,28-Sep-15,3
38 ANGELICA,FRAMINGHAM,,29-Sep-15,3
9 HOLDEN,NEW BEDFORD,,29-Sep-15,3
12 HOLMAN,SHREWSBURY,,29-Sep-15,3
11 HALL,SOMERVILLE,,29-Sep-15,3
29 KIDDER,SOMERVILLE,,29-Sep-15,3
294 MILLBURY,WORCESTER,,29-Sep-15,3
PLANTATION,WORCESTER,@ AITCHISON ST,29-Sep-15,3
106 DONNA,HOLLISTON,,30-Sep-15,3
NORFOLK,HOLLISTON,SABRINA ST,30-Sep-15,3
150 LEOLEIS,MARLBORO,,30-Sep-15,3
66 TROWBRIDGE,WORCESTER,,30-Sep-15,3
INDIAN,MARLBORO,@ SETTLERS LN,1-Oct-15,3
29 TECUMSEH,MARLBORO,,1-Oct-15,3
22 MEADOWBROOK,SHERBORN,,1-Oct-15,3
80 GLEASONDALE,STOW,,1-Oct-15,2
54 MIDLAND,WORCESTER,,1-Oct-15,3
90 CLARENDON,CAMBRIDGE,,2-Oct-15,3
105 PLEASANT,FAIRHAVEN,,2-Oct-15,3
372 SCONTICUT NECK,FAIRHAVEN,,2-Oct-15,3
CONCORD,HOLLISTON,@ HIGH ST,5-Oct-15,3
JENNINGS,HOLLISTON,CONCORD ST,5-Oct-15,3
239 NORTH MAIN,UXBRIDGE,,5-Oct-15,3
MINTHORNE,WORCESTER,,5-Oct-15,3
OPP 69 MARY,NEW BEDFORD,,6-Oct-15,3
31 DIMICK,SOMERVILLE,,6-Oct-15,3
86 MOORE,WORCESTER,,6-Oct-15,3
40 AGNES,FRAMINGHAM,,7-Oct-15,2
248 ASHLAND,HOLLISTON,,7-Oct-15,3
58 ROBERT,HOLLISTON,,7-Oct-15,3
FARRINGTON,MARLBORO,@ HAWKINS  LN,7-Oct-15,3
85 VICTORIA,MARLBORO,,7-Oct-15,3
UNION,SOMERVILLE,,7-Oct-15,2
11 CHERRY,SOUTHBORO,,7-Oct-15,3
6 CHERRY,SOUTHBORO,,7-Oct-15,3
257 MOWER,WORCESTER,,7-Oct-15,3
265 MOWER,WORCESTER,,7-Oct-15,3
MAIN,CAMBRIDGE,@ PORTLAND ST,8-Oct-15,3
160 GODDARD MEMORIAL,WORCESTER,,8-Oct-15,3
281 WASHINGTON,MARLBORO,,9-Oct-15,3
MASSACHUSETTS,CAMBRIDGE,@ HUDSON ST,13-Oct-15,2
535 PRENTICE,HOLLISTON,,13-Oct-15,3
PROSPECT,HOLLISTON,@ MARKED TREE RD,13-Oct-15,3
59 LILAC,MARLBORO,,14-Oct-15,3
18 MAIN,SOUTHBORO,,14-Oct-15,3
445 PARMENTER,MARLBORO,,15-Oct-15,3
4588 ACUSHNET,NEW BEDFORD,,15-Oct-15,3
150 HUDSON,SOMERVILLE,,15-Oct-15,3
MASSASOIT,WORCESTER,@ ROUTE 20,15-Oct-15,3
HEMLOCK,NEW BEDFORD,,16-Oct-15,3
SUMMER,SOMERVILLE,@ CHERRY ST,16-Oct-15,3
27 MACKAY,MARLBORO,,19-Oct-15,3
