ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
21 TIVERTON,WORCESTER,RICH ST,14-Sep-15,2
48 NELSON,WORCESTER,NELSON PARK DR,17-Sep-15,2
45 MILTON,HYDE PARK,BEACON ST,24-Oct-15,2
60-62 ARSENAL,FRAMINGHAM,CORREGIDOR RD,9-Nov-15,2
28 CENTRAL,SOMERVILLE,SYCAMORE ST,17-Nov-15,2
19 MEADOW,DARTMOUTH,,7-Dec-15,3
CLEVELAND,NEW BEDFORD,@ 4 ELLEN ST,11-Aug-15,1
266 CHANDLER,WORCESTER,ABBOTT ST,11-Aug-15,1
10 SUMMER,HUDSON,BROAD ST,13-Aug-15,2
11 MOSSLAND,SOMERVILLE,,3-Oct-15,2
117 ELM,SOMERVILLE,,7-Nov-15,2
59 OLD BOLTON,HUDSON,,9-Nov-15,2
47-49 PARKDALE,SOMERVILLE,,16-Dec-15,2
16 COUNTY,FREETOWN,,12-Aug-15,1
84 BERGERON,MARLBORO,,12-Aug-15,2
31 FRUIT,MILFORD,,12-Aug-15,1
8 TURNPIKE,SOUTHBORO,,12-Aug-15,2
131-133 PLANTATION,WORCESTER,LAPIERRE ST,12-Aug-15,1
76A PARSONS HILL,WORCESTER,,12-Aug-15,1
353 SINGLETARY,FRAMINGHAM,JODIE RD,24-Nov-15,2
LINNAEAN,CAMBRIDGE,@ GARDEN ST,13-Aug-15,2
217 WOOD,HOPKINTON,,13-Aug-15,1
31 AIRLIE,WORCESTER,LEEDS ST,13-Aug-15,2
151 MURRAY,WORCESTER,PRESTON ST,13-Aug-15,1
375 FRANKLIN,WORCESTER,,13-Aug-15,1
19 HINGHAM,CAMBRIDGE,,14-Aug-15,2
25 SOUTH,HOPKINTON,,18-Aug-15,2
45 FLAGG,WORCESTER,GASKILL RD,15-Oct-15,2
34 HANCOCK,CAMBRIDGE,GREEN ST,14-Aug-15,1
THOMAS HILL,MILLBURY,ALDRICH RD,15-Aug-15,2
86 BEDFORD,NEW BEDFORD,GREEN ST,15-Aug-15,2
MILL,FAIRHAVEN,,19-Aug-15,2
634 GRAFTON,WORCESTER,WARNER AVE,15-Sep-15,2
110 BROOK,FRAMINGHAM,,23-Oct-15,2
20 MACOMBER,NEW BEDFORD,,15-Aug-15,2
WALTHAM,MAYNARD,@ GARFIELD ST,19-Aug-15,2
380 CEDAR,DEDHAM,KIMBALL ST,17-Aug-15,1
133 LAUREL,FAIRHAVEN,,17-Aug-15,1
302 PROVIDENCE,GRAFTON,SUMMERFIELD DR,17-Aug-15,1
81 SUMMER,HYDE PARK,,17-Aug-15,1
311 COLLETTE,NEW BEDFORD,,17-Aug-15,2
49 TAMPA,WORCESTER,,17-Aug-15,1
143 HOLDEN,WORCESTER,,17-Aug-15,1
57 PARADOX,WORCESTER,WRENTHAM RD,11-Sep-15,2
OPP 540 GROVE,WORCESTER,FOREST ST,20-Oct-15,2
42 RANSOM,FRAMINGHAM,FOUNTAIN ST,17-Nov-15,2
217 ROCKLAND,DARTMOUTH,,18-Aug-15,2
33 FLAGG,WORCESTER,RITTENHOUSE RD,11-Sep-15,2
23-25 PARKDALE,SOMERVILLE,WASHINGTON ST,21-Nov-15,2
35 GRAFTON COMMON,GRAFTON,SOUTH ST,3-Dec-15,2
374 BROADWAY,CAMBRIDGE,LEE ST,9-Dec-15,2
7 NEIL,MARLBORO,,19-Aug-15,1
106 WASHINGTON,NEW BEDFORD,,20-Aug-15,2
104 BEAUFORT,NEEDHAM,ARDEN ST,27-Aug-15,2
42371 FRANCES,NATICK,SPPEN ST,14-Sep-15,2
5 BOWEN,WEST BOYLSTON,,29-Sep-15,2
24 BOSTON,SOMERVILLE,,27-Oct-15,2
6 WELLINGTON,FRAMINGHAM,@ HERBERT ST,20-Nov-15,2
51 MARKED TREE,NEEDHAM,,30-Nov-15,2
38 TEMPLE,FRAMINGHAM,,20-Aug-15,1
66 ELM,WORCESTER,WEST ST,20-Aug-15,1
62-64 FLETCHER,NORTHBRIDGE,,31-Aug-15,2
32 PARKER,FRAMINGHAM,,21-Aug-15,2
5 CAPE,MILFORD,,21-Aug-15,2
92 CARROLL,NEW BEDFORD,,21-Aug-15,2
GREAT PLAIN,NEEDHAM,,26-Aug-15,2
WEBSTER,NEEDHAM,,2-Sep-15,2
FARADAY,WORCESTER,@ LANCASTER ST,28-Sep-15,2
75 NEIL,MARLBORO,GARFIELD ST,17-Oct-15,2
107 NEIL,MARLBORO,VALLEY ST,17-Oct-15,2
47-49 WOODS,SOMERVILLE,,17-Oct-15,2
24 PRINCETON,SOMERVILLE,,3-Nov-15,2
201 HOLLAND,SOMERVILLE,,7-Nov-15,2
SOMERVILLE,SOMERVILLE,,23-Nov-15,2
WINTER,FRAMINGHAM,@ MAYHEW ST,3-Dec-15,2
35 HOUSATONIC,WORCESTER,,23-Aug-15,1
12 BEXLEY,HUDSON,,1-Sep-15,2
270 THIRD,CAMBRIDGE,ROGERS ST,24-Aug-15,1
74 WASHINGTON,MARLBORO,MCENELLY ST,24-Aug-15,1
41 HILLCROFT,WORCESTER,KING PHILLIP RD,24-Aug-15,1
10 LAUREL,HUDSON,GLEN RD,25-Aug-15,2
4 FORT MEADOW,HUDSON,MARLBORO ST,5-Oct-15,2
95-97 HOWARD,CAMBRIDGE,KINNAIRD ST,24-Nov-15,2
52 SILVER HILL,MILFORD,VILLAGE CIR,25-Aug-15,1
335 MAIN,MILFORD,,25-Aug-15,1
12 WHITTIER,NATICK,WORCESTER ST,25-Aug-15,1
461 GROVE,NEEDHAM,,25-Aug-15,1
26 ADAMS,NEW BEDFORD,,25-Aug-15,2
21 GLENDALE,WORCESTER,REBBOLI CT,11-Sep-15,2
7 WHITTIER,NATICK,BROWNING RD,22-Sep-15,2
403 WEST CLINTON,NEW BEDFORD,ROUNDS ST,24-Sep-15,2
58 GLENDALE,WORCESTER,CHICOPEE ST,3-Oct-15,2
MAPLE,CAMBRIDGE,@ MARIE AVE,24-Nov-15,2
1172 HYDE PARK,HYDE PARK,,2-Dec-15,2
33 MAIN,FRAMINGHAM,,26-Aug-15,1
28 CHITTICK,HYDE PARK,,26-Aug-15,1
FARM,MARLBORO,@ HELEN DR,26-Aug-15,1
234 OAK,NATICK,HICKORY RD,26-Aug-15,2
7 PLEASANT,NATICK,,26-Aug-15,1
42687 FOREST,NORTHBRIDGE,MAIN ST,26-Aug-15,2
117 CEDAR,DEDHAM,LINCOLN ST,27-Aug-15,2
OPP 335 PLANTATION,WORCESTER,PLANTATION TER,27-Aug-15,2
62 FLETCHER,NORTHBRIDGE,ELM ST,31-Aug-15,2
18 VINCENT,GRAFTON,,6-Oct-15,2
252 BOSTON,SHREWSBURY,,6-Oct-15,2
74-78 WASHINGTON,SHREWSBURY,,9-Oct-15,2
1 LINCOLN,GRAFTON,,20-Oct-15,2
168 RIDGE,MARLBORO,LODI RD,20-Nov-15,2
7 MAIN,FRAMINGHAM,GRANITE ST,27-Aug-15,1
8 LAKE,NATICK,,27-Aug-15,1
35 OTIS,NEEDHAM,WOODLAWN AVE,27-Aug-15,1
324 PLEASANT,NEW BEDFORD,,27-Aug-15,2
26 STEBBINS,WORCESTER,,27-Aug-15,1
50 LELAND,ASHLAND,,28-Aug-15,1
OPP 27 DANE,SOMERVILLE,LELAND ST,10-Nov-15,2
57 WILLIAMS,UPTON,DAIRY DR,27-Nov-15,2
33-35 TREMONT,MAYNARD,WILDER ST,7-Dec-15,2
23 LINDEN,HUDSON,,28-Aug-15,1
43 WILLIAMS,HYDE PARK,FLORAL PL,28-Aug-15,1
359 COGGESHALL,NEW BEDFORD,ASHLEY BLVD,28-Aug-15,1
757 BOSTON,SHREWSBURY,,28-Aug-15,2
FARM,MARLBORO,@ PHEASANT HILL RD,13-Sep-15,2
24 NOBEL,DEDHAM,SPRAGUE ST,3-Oct-15,2
48 CEDAR,WORCESTER,,20-Oct-15,2
18 PLYMOUTH,NEW BEDFORD,,5-Nov-15,2
SURREY,FRAMINGHAM,@ DONCASTER DR,17-Dec-15,2
341R STATE,DARTMOUTH,,29-Aug-15,1
10 SUNRISE,GRAFTON,SPANISH RIVER RD,29-Aug-15,1
18-20 GOLD STAR,CAMBRIDGE,,31-Aug-15,1
100 HEYWOOD,WORCESTER,,31-Aug-15,1
74 ESSEX,MARLBORO,,2-Sep-15,2
14 ELMWOOD,MILLBURY,W. MAIN ST,13-Oct-15,2
BELMONT,WORCESTER,@ CARVER ST        SCHOOL,18-Nov-15,2
225 EAST,DEDHAM,,1-Sep-15,2
3 MAPLE,FRAMINGHAM,,1-Sep-15,1
35 SALEM END,FRAMINGHAM,,1-Sep-15,1
38B SECOND,FRAMINGHAM,,1-Sep-15,1
16 TIMBER LEDGE,HOLLISTON,,1-Sep-15,1
16 TIMBER LEDGE,HOLLISTON,,1-Sep-15,2
60 EUGENIA,NEW BEDFORD,,1-Sep-15,2
105 BUMBLE BEE,SHREWSBURY,,1-Sep-15,2
BELMONT,WORCESTER,@ CARVER ST,1-Sep-15,1
10 NEW BOND,WORCESTER,W. BOYLSTON ST,1-Sep-15,1
19-21 GOLD STAR ROAD,CAMBRIDGE,,2-Sep-15,2
120 LOVELL,WORCESTER,MAYWOOD ST,2-Sep-15,1
2B KNOX,WORCESTER,WEBSTER ST,12-Sep-15,2
RUSSEL,UPTON,@ MAIN ST,30-Nov-15,2
148 MAIN,UPTON,GLEN AVE,30-Nov-15,2
835 BROCK,NEW BEDFORD,DAVID ST,2-Sep-15,1
208 HUDSON,NEW BEDFORD,,2-Sep-15,2
173 EASTERN,WORCESTER,VINSON ST,2-Sep-15,1
DOWNING,WORCESTER,@ 934 MAIN ST,21-Sep-15,2
13 WHITNEY,UPTON,,29-Sep-15,2
609 CHANDLER,WORCESTER,ATWATER ST,9-Dec-15,2
2218 MASSACHUSETTS,CAMBRIDGE,ARLINGTON ST,10-Dec-15,2
333 WEBSTER,SOMERVILLE,ELM ST,30-Dec-15,2
56-58 ARLINGTON,NEW BEDFORD,,3-Sep-15,2
AUTUMN,WORCESTER,@ WAYNE ST,3-Sep-15,1
388 FRANKLIN,WORCESTER,,3-Sep-15,1
375 FRANKLIN,WORCESTER,NORFOLK ST,25-Sep-15,2
BROADWAY,SOMERVILLE,NEWBURY ST,24-Oct-15,2
638 CHANDLER,WORCESTER,MILL ST,28-Oct-15,2
520 CONCORD,FRAMINGHAM,HARTFORD ST,31-Oct-15,2
673 CONCORD,FRAMINGHAM,CORREGIDOR RD,19-Nov-15,2
PARK,WORCESTER,@ SALISBURY ST,21-Nov-15,2
725 CONCORD,FRAMINGHAM,ABERDEEN RD,30-Nov-15,2
40 PLEASANT,UPTON,MENDON ST,1-Dec-15,2
579 CONCORD,FRAMINGHAM,BELVIDERE AVE,5-Dec-15,2
615 CONCORD,FRAMINGHAM,GORMAN RD,23-Dec-15,2
45 HAYES,CAMBRIDGE,HOWARD ST,4-Sep-15,1
41 PLEASANT,CAMBRIDGE,RIVER ST,4-Sep-15,1
236 WALDEN,CAMBRIDGE,SHERMAN ST,4-Sep-15,1
97 WINTER,FRAMINGHAM,,4-Sep-15,1
633 BRIGHAM,MARLBORO,,4-Sep-15,1
WRIGHT,CAMBRIDGE,@ HUDSON ST,9-Sep-15,2
4 BERKMANS,WORCESTER,BROWNELL ST,11-Sep-15,2
12 BRETON,UPTON,,22-Sep-15,2
7 NEW YORK,WORCESTER,,5-Sep-15,1
223 BROADWAY,CAMBRIDGE,CLARKE ST,7-Dec-15,2
FRESH POND,CAMBRIDGE,@ MEADOW WAY,28-Dec-15,2
184 ROCKLAND,NEW BEDFORD,,6-Sep-15,1
356 BRIDGE,DEDHAM,,8-Sep-15,1
8 HIGHLAND,FAIRHAVEN,,8-Sep-15,2
3 HARRISON,FRAMINGHAM,,8-Sep-15,2
74 EMERSON,NEEDHAM,,10-Sep-15,2
551 PLEASANT,WORCESTER,NORMAN AVE,16-Sep-15,2
13 LILLIAN,CARVER,,9-Sep-15,2
24 ONEIL,HUDSON,,9-Sep-15,1
683 CHURCH,NEW BEDFORD,,9-Sep-15,1
35 STANTON,WORCESTER,,9-Sep-15,1
GREAT PLAIN,NEEDHAM,@ WEBSTER ST,11-Sep-15,2
555 PLEASANT,WORCESTER,NORMAN AVE,16-Sep-15,2
1 ELM,NORTHBRIDGE,,26-Oct-15,2
209 COCHITUATE,FRAMINGHAM,@ WALSH ST,14-Dec-15,2
8 CYPRESS,CAMBRIDGE,WALDEN ST,10-Sep-15,1
107 ARLINGTON,FRAMINGHAM,,10-Sep-15,1
66 COOLIDGE,NORTHBORO,,10-Sep-15,2
8 WABASH,WORCESTER,,10-Sep-15,1
35 VALLEY HILL,WORCESTER,VALLEY HILL LN,3-Oct-15,2
136 HAYDEN ROWE,HOPKINTON,,22-Oct-15,2
ROBBERN,HOPKINTON,,22-Oct-15,2
6 HILLSIDE,FRAMINGHAM,,11-Sep-15,1
170 PRESCOTT,WORCESTER,,11-Sep-15,1
643 LINCOLN,WORCESTER,,12-Sep-15,1
71 STRAFFORD,WESTWOOD,,15-Sep-15,2
138 STATE,NEW BEDFORD,,6-Oct-15,2
ARCADE,NORTHBRIDGE,,24-Oct-15,2
50 VALENTINE,NEW BEDFORD,,12-Sep-15,1
1212 WASHINGTON,HOLLISTON,,14-Sep-15,2
50 BUTLER,MAYNARD,,21-Nov-15,2
PLANTATION,WORCESTER,@ DIVISION ST,13-Sep-15,1
HURON,CAMBRIDGE,CONCORD AVE,14-Sep-15,1
363 CEDAR,NEW BEDFORD,@ WILLOW ST,14-Sep-15,2
MILTON,DARTMOUTH,HOLLAND ST,15-Sep-15,2
275 BATES,NEW BEDFORD,ASHLEY BLVD,15-Sep-15,1
SCHOOL,SOMERVILLE,@ MONTROSE ST,15-Sep-15,1
138 ENDICOTT,WORCESTER,VERNON ST,15-Sep-15,1
19 WESTMORLAND,WORCESTER,WEDGEWOOD RD,26-Sep-15,2
NORTH,SOMERVILLE,@ GORDON ST,14-Nov-15,2
3 FRANCES,NATICK,,16-Sep-15,1
WILLOW,NEW BEDFORD,@ CEDAR ST,16-Sep-15,2
180 WESTERN,SHERBORN,PLEASANT ST,16-Sep-15,1
634 GRAFTON,WORCESTER,WARNER AVE,16-Sep-15,1
46 LODGEHILL,HYDE PARK,,17-Sep-15,2
115 WILSHIRE,NEEDHAM,,18-Sep-15,2
141 HOLLINGSWORTH,HYDE PARK,,3-Oct-15,2
17 WEDGEWOOD,WORCESTER,TARRYTOWN LN,3-Oct-15,2
6 WOODWARD,FRAMINGHAM,HASTINGS ST,17-Oct-15,2
9 WOODWARD,FRAMINGHAM,HASTINGS ST,17-Oct-15,2
48 PAGE FARM,SHERBORN,,4-Nov-15,2
LINWOOD,SOMERVILLE,POPLAR ST,25-Nov-15,2
3 EDWIDGE,WORCESTER,PLEASANT ST,17-Sep-15,1
MERRICK,WORCESTER,PLEASANT ST,17-Sep-15,1
285 LAKE,WORCESTER,,17-Sep-15,1
COUNTY,NEW BEDFORD,@ COVE RD,18-Sep-15,2
67 MOUNT HOPE,DEDHAM,COBB LN,21-Sep-15,2
79 BEACON,FRAMINGHAM,COCHITUATE RD,7-Oct-15,2
147 BEACON,FRAMINGHAM,CAVANAUGH  RD,17-Oct-15,2
165 BEACON,FRAMINGHAM,MORSE RD,17-Oct-15,2
255 GARDEN,CAMBRIDGE,FIELD ST,20-Oct-15,2
10 CUTTING,WORCESTER,GRANVILLE AVE,20-Oct-15,2
34 FELTON,HUDSON,PLEASANT ST,21-Oct-15,2
37 PACKARD,HUDSON,WILSON ST,21-Oct-15,2
WHITMAN,NEW BEDFORD,@ ASHLEY BLVD,6-Nov-15,2
POWDER HOUSE,SOMERVILLE,@ 62 CURTIS ST,14-Nov-15,2
211-213 EAST,DEDHAM,BROOKDALE RD,18-Sep-15,1
77 ESSEX,MARLBORO,,18-Sep-15,2
OTSEGO,WORCESTER,@ FENIMORE RD,18-Sep-15,1
9 WARD,SHERBORN,,16-Oct-15,2
30 ROSE,FRAMINGHAM,OAKCREST DR,26-Oct-15,2
32 OAK CREST,FRAMINGHAM,ROSE LN,27-Oct-15,2
42560 MILLSTONE,SHERBORN,,30-Oct-15,2
7 MAIN,FRAMINGHAM,,21-Sep-15,1
7 DOVER,HUDSON,AVON DR,19-Oct-15,2
35 FAIRHAVEN,MATTAPOISETT,WILDWOOD TER,27-Oct-15,2
49 MAIN,MATTAPOISETT,COUNTY RD,22-Sep-15,1
21 FILMORE,PLYMOUTH,,22-Sep-15,1
11 TANAGER,SHREWSBURY,KINGLET DR,7-Oct-15,2
94 HOWE,SHREWSBURY,,16-Oct-15,2
117 MAIN,SHREWSBURY,STATE ST,19-Oct-15,2
12 CUNNINGHAM,FRAMINGHAM,,22-Oct-15,2
9 GREENDALE,MARLBORO,,23-Sep-15,1
692 CHURCH,NEW BEDFORD,LYNN ST,23-Sep-15,1
104 LOCUST,NEW BEDFORD,,23-Sep-15,2
SOUTH QUINSIGAMOND,SHREWSBURY,,23-Sep-15,2
38 CURTIS,WESTWOOD,CONNORS ST,24-Sep-15,2
CENTRAL,SOMERVILLE,@ AVON ST,25-Sep-15,2
DEAN,WESTWOOD,@ WEBSTER ST,1-Oct-15,2
60 BERKELEY,SOMERVILLE,CENTRE ST,16-Nov-15,2
49 MAIN,MATTAPOISETT,COUNTY RD,24-Nov-15,2
FAYERWEATHER,CAMBRIDGE,AT CONCORD AVE,24-Sep-15,1
17 DRISCOLL,FRAMINGHAM,ELM ST,24-Sep-15,1
91 ROCKDALE,NEW BEDFORD,,24-Sep-15,1
89 LAKE,SHREWSBURY,,24-Sep-15,2
84 LOVELL,WORCESTER,SPAULDING ST,24-Sep-15,1
345 BRIGHAM,MARLBORO,DESIMONE DR,9-Nov-15,2
100 PROSPECT,SOMERVILLE,OAK ST,12-Dec-15,2
75-81 HORNE,MILLBURY,,25-Sep-15,1
167 MAIN,NORTHBORO,,25-Sep-15,2
112 GROVE,WORCESTER,LANCASTER ST,29-Sep-15,2
8 PROVIDENCE,SUTTON,DEPOT ST,26-Sep-15,1
6 FARNUM,WORCESTER,,26-Sep-15,1
19 JORDAN,SHREWSBURY,,1-Oct-15,2
11 OAKLAND,SHREWSBURY,,27-Sep-15,2
41-47 BEACON,FRAMINGHAM,COCHITUATE RD,28-Sep-15,1
47.5 WEST MILTON,HYDE PARK,,28-Sep-15,1
110 MEADOW,HYDE PARK,,28-Sep-15,1
255 EVELINA,MARLBORO,BIGELOW ST,28-Sep-15,1
10 NORFOLK,NEEDHAM,,28-Sep-15,1
SIMPSON,SOMERVILLE,@ CADY AVE,28-Sep-15,1
21 LEE,NEEDHAM,GARY RD,29-Sep-15,2
51 BEACON,FRAMINGHAM,@ COCHITUATE RD,1-Oct-15,2
10 ANGELA,SHREWSBURY,MAURY LN,17-Oct-15,2
14 ELLERY,CAMBRIDGE,BROADWAY,29-Sep-15,1
10 NORTH,MILFORD,,29-Sep-15,1
JASON,NEW BEDFORD,@ CRAPO ST,29-Sep-15,2
101 SYCAMORE,NEW BEDFORD,SPRUCE ST,29-Sep-15,2
720 BROADWAY,SOMERVILLE,WILLOW AVE,29-Sep-15,1
189 PLYMOUTH,NEW BEDFORD,BURNS ST,1-Oct-15,2
103 BEACON,SOMERVILLE,BEACON PL,13-Oct-15,2
40 HANCOCK,SOMERVILLE,ELM ST,14-Oct-15,2
127-129 MAXFIELD,NEW BEDFORD,STATE ST,21-Oct-15,2
401 MAIN,SHREWSBURY,,4-Nov-15,2
35 NEWTON,FRAMINGHAM,@ DAY HILL RD,16-Nov-15,2
40 GLEASON,FRAMINGHAM,KING ST,17-Dec-15,2
1517 COVE,NEW BEDFORD,,30-Sep-15,1
25 MAIN,SOUTHBORO,,30-Sep-15,1
191-193 MAPLE,NEEDHAM,,15-Oct-15,2
12 MANSFIELD,FRAMINGHAM,,1-Oct-15,1
125 FRANKLIN,FRAMINGHAM,,1-Oct-15,1
105-107 BURBANK,MILLBURY,W. MAIN ST,1-Oct-15,1
17 KENDALL,WORCESTER,,1-Oct-15,1
75 HOUGHTON,HUDSON,,2-Oct-15,2
107 HOPEDALE,HOPEDALE,,4-Oct-15,1
40 PARKER,MAYNARD,HARRISON ST,4-Oct-15,1
2408 MASSACHUSETTS,CAMBRIDGE,HARVEY ST,5-Oct-15,1
13 FELCH,NATICK,N. MAIN ST,5-Oct-15,2
361 COGGESHALL,NEW BEDFORD,ASHLEY BLVD,5-Oct-15,1
550 NORTH FRONT,NEW BEDFORD,EUGENIA ST,5-Oct-15,1
177 PROVIDENCE,WORCESTER,,5-Oct-15,1
259 PARK,WORCESTER,,5-Oct-15,1
53 CURVE,DEDHAM,VINCENT RD,6-Oct-15,2
536 NORTH FRONT,NEW BEDFORD,WHITMAN ST,6-Oct-15,2
83 VINCENT,DEDHAM,,8-Oct-15,2
257 CLIFFORD,NEW BEDFORD,BROOK ST,8-Oct-15,2
15 CURRIER,FRAMINGHAM,LANEWOOD DR,19-Nov-15,2
120 FAYERWEATHER,CAMBRIDGE,VASSAL LN,6-Oct-15,1
299 CONCORD,CAMBRIDGE,WALDEN ST,6-Oct-15,1
COLUMBIA,DEDHAM,@ WASHINGTON ST,6-Oct-15,1
195 MOHAWK,HOLLISTON,,6-Oct-15,1
54 PRINCETON,NEW BEDFORD,,6-Oct-15,1
79 BEACON,FRAMINGHAM,COCHITUATE RD,7-Oct-15,2
17 BRIDLE PATH,FRAMINGHAM,,7-Oct-15,2
167 MAIN,NORTHBORO,,7-Oct-15,2
36 COMMODORE,WORCESTER,COPLEY RD,16-Oct-15,2
17 COMMODORE,WORCESTER,COOLIDGE RD,19-Oct-15,2
138 CHITTICK,HYDE PARK,,10-Dec-15,2
58 LEDGEWOOD,FRAMINGHAM,,11-Dec-15,2
127-129 FAYERWEATHER,CAMBRIDGE,CONCORD AVE,7-Oct-15,1
1196 OLD PLAINVILLE,NEW BEDFORD,,7-Oct-15,1
14 MILLER,SOMERVILLE,SACRAMENTO ST,7-Oct-15,1
1272 PLEASANT,WORCESTER,JOPPA RD,7-Oct-15,1
105 SETON HIGHLANDS,PLYMOUTH,,9-Oct-15,2
46 MARLAND,WORCESTER,BURNCOAT ST,19-Oct-15,2
1264 PLEASANT,WORCESTER,JOPPA RD,10-Nov-15,2
1280 PLEASANT,WORCESTER,PROUTY LN,14-Nov-15,2
22 SPRING HILL,HYDE PARK,,8-Oct-15,1
34 BULLOCK,NEW BEDFORD,,8-Oct-15,2
130 SHERYL,NORTHBRIDGE,JON CIR,8-Oct-15,1
41 EDWARD,WORCESTER,,8-Oct-15,1
127 PIEDMONT,WORCESTER,,8-Oct-15,1
45 GROVE,MILFORD,,9-Oct-15,1
10 HELENA,DEDHAM,TRENTON RD,14-Nov-15,2
207 MOHAWK,HOLLISTON,,8-Dec-15,2
181 CONCORD,CAMBRIDGE,HURON AVE,9-Oct-15,1
266 WAVERLY,FRAMINGHAM,,9-Oct-15,1
32 FARRINGTON,MARLBORO,,9-Oct-15,2
WEBSTER,NEEDHAM,@ LONGFELLOW RD,9-Oct-15,2
73 UNION,SOMERVILLE,WASHINGTON ST,9-Oct-15,1
41 MILL,MARION,WAREHAM RD,30-Oct-15,2
BROADWAY,CAMBRIDGE,@ GALILEO WAY,1-Dec-15,2
332 PARK,NEW BEDFORD,MILFORD ST,10-Oct-15,1
27 KAREN,HOLLISTON,,14-Oct-15,2
7 STATE,SHREWSBURY,GARFIELD ST,17-Oct-15,2
28 OLD FARM,NEEDHAM,,12-Nov-15,1
164 CORDAVILLE,ASHLAND,,13-Oct-15,2
266 WAVERLY,FRAMINGHAM,BLANDIN AVE,13-Oct-15,1
104 WALNUT,FRAMINGHAM,BUCKMINSTER ST,13-Oct-15,1
11 MORELANDS,NEW BEDFORD,ASH ST,13-Oct-15,3
108 PROSPECT,SHREWSBURY,,13-Oct-15,1
53 EVELINA,MARLBORO,SCHOFIELD DR,24-Oct-15,2
811 HIGHLAND,HOLLISTON,HOLLIS ST,12-Dec-15,2
535 PRENTICE,HOLLISTON,MARSHALL ST,18-Dec-15,2
27 KAREN,HOLLISTON,GORWIN DR,14-Oct-15,2
25 THOMPSON,NEW BEDFORD,,14-Oct-15,2
258 HEMLOCK,NEW BEDFORD,,14-Oct-15,2
12 BEACON,SOMERVILLE,BEACON ST,14-Oct-15,1
5 AUDUBON,WORCESTER,,14-Oct-15,1
8 LINDA,FRAMINGHAM,BROOK ST,14-Dec-15,2
119 PECKHAM,ACUSHNET,MORNINGSIDE AVE,15-Oct-15,1
25 HAYDEN ROWE,HOPKINTON,,15-Oct-15,1
79 WASHINGTON,NEW BEDFORD,,15-Oct-15,2
4 WESSON,ASHLAND,E. UNION ST,16-Oct-15,2
GREAT PLAIN,NEEDHAM,@ GAGE ST,31-Oct-15,2
165 ELM,DARTMOUTH,SUMMER ST,4-Nov-15,2
105 ELM,FRAMINGHAM,MAPLEWOOD ST,5-Nov-15,2
82 ELM,FRAMINGHAM,MAPLEWOOD ST,12-Dec-15,2
1 NIXON,WORCESTER,CAMBRIDGE ST,15-Dec-15,2
15 SOUTH LENOX,WORCESTER,PLEASANT ST,16-Oct-15,1
2 COPPAGE,WORCESTER,,16-Oct-15,1
100 GRAND,WORCESTER,,16-Oct-15,1
120 HARVARD,CAMBRIDGE,DAVIS ST,23-Oct-15,2
106 KING,NEW BEDFORD,CENTRAL ST,30-Oct-15,2
12 MCCULLOCH,NEEDHAM,WEST ST,12-Dec-15,2
174-186 ALEWIFE BROOK,CAMBRIDGE,,19-Oct-15,1
18 COMMODORE,WORCESTER,,19-Oct-15,2
49 BRADLEE,HYDE PARK,,20-Oct-15,2
70 DURHAM,DEDHAM,KENSINGTON RD,21-Oct-15,2
OVERBROOK,NATICK,@ WORCESTER ST,28-Oct-15,2
10 PORTER,SOMERVILLE,EVERGREEN SQ,16-Dec-15,2
35 PURDUE,MILFORD,,20-Oct-15,2
26 WARREN,PLYMOUTH,,20-Oct-15,1
76 BIRCH,WORCESTER,,20-Oct-15,1
1094 MAIN,WORCESTER,,20-Oct-15,1
131 ELM,DARTMOUTH,FREMONT ST,21-Oct-15,2
212 GLEN,MARLBORO,MACKAY DR,21-Oct-15,2
13 EMERSON,NEEDHAM,,31-Oct-15,2
68 GREEN,NEEDHAM,LAWTON RD,27-Nov-15,2
372-382 UNION,ASHLAND,METROPOLITAN AVE,21-Oct-15,2
15 CLARK,FRAMINGHAM,,21-Oct-15,1
22 ROBINSON,PLYMOUTH,,21-Oct-15,1
70 DURHAM,DEDHAM,,22-Oct-15,2
2 VILLAGE,NATICK,,22-Oct-15,2
34 COMMODORE,WORCESTER,,26-Oct-15,2
67 MILL,FAIRHAVEN,MEADOW LN,30-Oct-15,3
263 ELM,DARTMOUTH,,4-Nov-15,2
31 BROOK,FAIRHAVEN,,4-Nov-15,2
60 HASTINGS,FRAMINGHAM,MURRAY RD,16-Dec-15,2
36 NASON,MAYNARD,,22-Oct-15,1
24 ORIENT,WORCESTER,CHROME ST,22-Oct-15,1
1180-1184 PLEASANT,WORCESTER,,22-Oct-15,1
35 HACKER,FAIRHAVEN,CASCO ST,4-Nov-15,2
92 WALDEN,NEW BEDFORD,,4-Nov-15,2
LOT 77 FIELDSTONE,MATTAPOISETT,,23-Oct-15,1
799 ASHLEY,NEW BEDFORD,TARKILN HILL RD,23-Oct-15,1
31-33 BRIGHAM,NEW BEDFORD,,23-Oct-15,1
70 CHESTNUT,SHREWSBURY,,23-Oct-15,2
66 BRAEBURN,ASHLAND,HARDWICK RD,29-Oct-15,2
EASTVIEW,HOPKINTON,@ ROBBERN RD,18-Nov-15,2
562 LINCOLN,WORCESTER,TYLER PRENTICE RD,21-Nov-15,2
7 FAIRFIELD,FRAMINGHAM,FAIRFIELD TER,4-Dec-15,2
