LEAK_NO,REPORTED_HOUSE_NUMBER REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,,,
327371,64 CHARLOTTE FURNACE RD,,ACOAXET LN,WWH,,,,,,10/15/2009,3,,,,
327375,36 SUMMER ST,,TRANQUIL TRL,YAP,,,,,,10/9/2009,3,,,,
327384,W WATER ST,,CLARK RD,ROC,,,,,,10/17/2009,3,,,,
327503,163 BOSTON AVE,,HIGHLAND RD,SOM,,,,,,10/22/2009,3,,,,
327521,69 ACRES AVE,,S SEA AVE,WYA,,,,,,10/22/2009,3,,,,
327529,9 BEECH ST,,COMMERCIAL ST,BRA,,,,,,7/22/2004,3,,,,
327559,68 WESTBOURNE ST,,CORNELL ST,ROS,,,,,,10/22/2009,3,,,,
327626,76 BARTLETT ST,,MEDFORD ST,SOM,,,,,,10/27/2009,3,,,,
327685,15 ELLISON PIKE,,LINDEN ST,WAL,,,,,,10/27/2009,3,,,,
327690,10 WELLINGTON TER,,BILLINGS PIKE,NEW,,,,,,10/29/2009,3,,,,
327703,384 JERUSALEM RD,,HAYSTACK LN,COH,,,,,,10/26/2009,3,,,,
327734,238 HANCOCK ST,,HUNT ST,QUI,,,,,,10/27/2009,3,,,,
327807,107 BLANCHARD BLVD,,HOME PARK RD,BRA,,,,,,10/30/2009,3,,,,
327849,2315 CENTRE ST,,CENTRE LN,WRO,,,,,,11/3/2009,3,,,,
327856,218 BEECH ST,,HARRIS ST,BEL,,,,,,11/3/2009,3,,,,
327858,191 GOVERNORS AVE,,WESTVALE RD,MED,,,,,,11/3/2009,3,,,,
327869,CATHERINE DR,,FLYNN RD,PEA,,,,,,11/2/2009,3,,,,
327879,529 MAIN ST,,MISHAWUM ST,CHA,,,,,,11/4/2009,3,,,,
327917,SAMOSET AVE,,MALTA ST,HUL,,,,,,11/3/2009,3,,,,
327928,720 MAIN ST,,DUNBAR RD,WEY,,,,,,11/5/2009,3,,,,
328006,360 CURRIER RD,,ASHUMET RD,HTV,,,,,,11/4/2009,3,,,,
328007,427 CURRIER RD,,AUSTIN STOKES DR,HTV,,,,,,11/4/2009,3,,,,
328009,38 ELDRIDGE RD,,WAMPANOAG RD,SYA,,,,,,11/7/2009,3,,,,
328024,740 BOYLSTON ST,,HEATH HILL ST,BRO,,,,,,11/9/2009,3,,,,
328059,92 GOOSEBERRY LN,,LAKESIDE DR,MAM,,,,,,11/6/2009,3,,,,
328107,22 WINSOR LN,,IPSWICH RD,TOP,,,,,,11/10/2009,3,,,,
328132,1880 COMMONWEALTH AVE,,BRAEMORE RD,BRI,,,,,,11/9/2009,3,,,,
328227,3 GLENGARRY RD,,DIX ST,WNC,,,,,,11/17/2009,3,,,,
328241,81 PLYMOUTH ST,,PEARL ST,ABI,,,,,,11/12/2009,3,,,,
328247,300 HIGH ST,,FRENCH ST,HIN,,,,,,11/12/2009,3,,,,
328248,97 WHITING ST,,FARM HILLS LN,HIN,,,,,,11/12/2009,3,,,,
328249,595 SUMMER ST,,CONCORD ST,ROC,,,,,,11/12/2009,3,,,,
328337,189 S ELM ST,,BRADFORD AVE,HAV,,,,,,11/19/2009,3,,,,
328406,4 COMMONWEALTH TER,,ALLSTON ST,BRI,,,,,,11/19/2009,3,,,,
328413,34 GORDON ST,,BILLINGS RD,QUI,,,,,,11/21/2009,3,,,,
328416,3 OLD POST RD,,COVE ST,EHA,,,,,,11/24/2009,3,,,,
328459,566 COLUMBUS AVE,,WELLINGTON ST,BOS,,,,,,11/25/2009,3,,,,
328478,338 WASHINGTON ST,,ACADEMY HILL RD,BRI,,,,,,12/1/2009,3,,,,
328484,89 HANCOCK ST,,FREDERICK RD,BRA,,,,,,11/18/2009,3,,,,
328522,116 MAIN ST,,EDWARD AVE S,LNF,,,,,,11/24/2009,3,,,,
328533,299 COUNTY WAY,,ELLSWORTH AVE,BEV,,,,,,11/24/2009,3,,,,
328534,571 NEWBURY ST,,GREEN ST,LNF,,,,,,11/24/2009,3,,,,
328540,76 S MAIN ST,,BROOK ST,COH,,,,,,12/2/2009,3,,,,
328553,16 MILES RD,,FEARING RD,HIN,,,,,,11/23/2009,3,,,,
328574,741 WILLOW ST,,WILLOW LN,SYA,,,,,,12/2/2009,3,,,,
328598,1 REPUBLIC RD,,TREBLE COVE RD,BIL,,,,,,11/23/2009,3,,,,
328603,1992 MAIN ST,,SHAWSHEEN ST,TEW,,,,,,12/1/2009,3,,,,
328624,4 CIDER MILL RD,,PRINCETON ST,PEA,,,,,,12/2/2009,3,,,,
328636,143 BEECHWOOD ST,,NORMAN TODD RD,COH,,,,,,12/1/2009,3,,,,
328639,10 ROOSEVELT RD,,BROAD ST,WEY,,,,,,12/2/2009,3,,,,
328682,1023 BLUE HILL AVE,,CALLENDER ST,DOR,,,,,,12/2/2009,3,,,,
328683,1339 BLUE HILL AVE,,WILMORE ST,DOR,,,,,,12/2/2009 2A,,,,,
328693,14 PATRICIA LN,,LOWER COUNTY RD,HAP,,,,,,12/5/2009,3,,,,
328695,976 BLUE HILL AVE,,DONALD RD,DOR,,,,,,12/1/2009,3,,,,
328709,1514 BLUE HILL AVE,,CHESTER PIKE,DOR,,,,,,12/3/2009,3,,,,
328711,749 MIDDLESEX TPKE,,MANNING RD,BIL,,,,,,11/24/2009,3,,,,
328717,1525 BLUE HILL AVE,,REGIS RD,DOR,,,,,,12/3/2009,3,,,,
328718,1509 BLUE HILL AVE,,CHESTER PIKE,DOR,,,,,,12/3/2009,3,,,,
328719,657 GALLIVAN BLVD,,WENLOCK RD,DOR,,,,,,12/3/2009,3,,,,
328721,10 MINOT ST,,NEPONSET AVE,DOR,,,,,,12/3/2009,3,,,,
328736,87 ATLANTIC AVE,,SANDY COVE LN,COH,,,,,,12/2/2009,3,,,,
328740,156 BROCKTON CIR,,BROOKLINE AVE,HUL,,,,,,12/4/2009,3,,,,
328742,33 ROOSEVELT RD,,GLENDALE ST,WEY,,,,,,11/30/2009,3,,,,
328744,39 GLENDALE ST,,PIERCE RD,WEY,,,,,,12/3/2009,3,,,,
328746,45 ROOSEVELT RD,,BROAD ST,WEY,,,,,,12/3/2009,3,,,,
328748,70 GLENDALE ST,,ROOSEVELT RD,WEY,,,,,,12/3/2009,3,,,,
328769,955 MAIN ST,,SUMMER ST,TEW,,,,,,12/4/2009,3,,,,
328772,560 RIVER ST,,CHEEVER ST,HAV,,,,,,12/2/2009,3,,,,
328773,600 RIVER ST,,CHEEVER ST,HAV,,,,,,12/2/2009,3,,,,
328775,40 COBURN DR,,TOTMAN ST,LOW,,,,,,12/4/2009,3,,,,
328794,8 WINONA WAY,,NOKOMIS RD,HIN,,,,,,12/8/2009,3,,,,
328798,550 COLUMBIAN ST,,RANTOULE ST,WEY,,,,,,12/7/2009,3,,,,
328800,69 MOUNT VERNON RD W,,MOUNT IDA RD,WEY,,,,,,12/7/2009,3,,,,
328808,128 WENDWARD WAY,,PAMELA CT,WYA,,,,,,12/8/2009,3,,,,
328844,P ST,,E BROADWAY,SBO,,,,,,12/1/2009,3,,,,
328895,1254 BOYLSTON ST,,IPSWICH ST,BOS,,,,,,12/15/2009,3,,,,
328951,MAIN ST,,SOUTH ST,MED,,,,,,12/14/2009,3,,,,
328952,16 HILLSIDE AVE,,GRANDVIEW AVE,MED,,,,,,12/14/2009,3,,,,
328954,2 SALEM ST,,FOREST ST,MED,,,,,,12/14/2009,3,,,,
328977,95 BROAD ST,,WASHINGTON ST,WEY,,,,,,12/11/2009,3,,,,
328978,577 BROAD ST,,MIDDLE ST,WEY,,,,,,12/14/2009,3,,,,
328980,330 NORTH ST,,PEARL ST,WEY,,,,,,12/4/2009,3,,,,
328983,8 BRADLEY RD,,LOVELL ST,WEY,,,,,,12/4/2009,3,,,,
328984,27 HIGH ST,,HIGH PL,WEY,,,,,,12/8/2009,3,,,,
328985,6 WATER ST,,COMMERCIAL ST,WEY,,,,,,12/8/2009,3,,,,
328986,14 LOVELL ST,,BRIDGE ST,WEY,,,,,,12/7/2009,3,,,,
328987,87 FULLER RD,,IRVING RD,WEY,,,,,,12/7/2009,3,,,,
328988,578 WASHINGTON ST,,AVALON DR,WEY,,,,,,12/1/2009,3,,,,
328995,319 GREEN ST,,SANDY WAY,WEY,,,,,,12/2/2009,3,,,,
328996,365 GREEN ST,,MORELAND RD,WEY,,,,,,12/2/2009,3,,,,
328997,277 NORTH ST,,PIERCE CT,WEY,,,,,,12/4/2009,3,,,,
328998,308 NORTH ST,,NECK ST,WEY,,,,,,12/4/2009,3,,,,
328999,291 NORTH ST,,NECK ST,WEY,,,,,,12/4/2009,3,,,,
329000,554 WASHINGTON ST,,AVALON DR,WEY,,,,,,12/1/2009,3,,,,
329001,372 NORTH ST,,ARNOLD RD,WEY,,,,,,11/30/2009,3,,,,
329002,BRIDGE ST,,SEA ST,WEY,,,,,,12/2/2009,3,,,,
329003,WATER ST,,COMMERCIAL ST,WEY,,,,,,12/8/2009,3,,,,
329046,6 WOODPECKER VILLE,,MAIN ST,WCH,,,,,,12/17/2009,3,,,,
329087,175 ELM ST,,OLD ELM ST,SLB,,,,,,12/16/2009,3,,,,
329088,10 GARDNER ST,,MAPLE ST,SLB,,,,,,12/15/2009,3,,,,
329100,116 LUNDQUIST DR,,EMERALD AVE,BRA,,,,,,12/8/2009,3,,,,
329101,HAYWARD ST,,COMMERCIAL ST,BRA,,,,,,12/4/2009,3,,,,
329163,194 N GREAT RD,,MASSACHUSETTS AVE,LIN,,,,,,12/28/2009,3,,,,
329182,31 STAFF RD,,GROVE ST,SAU,,,,,,12/24/2009,3,,,,
329219,390 COMMONWEALTH AVE,,MASSACHUSETTS AVE,BOS,,,,,,12/29/2009,3,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Essex Gas Company,
,,,,,,,,,,,,,,d/b/a National Grid,
LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,D.P.U. 15-SQ-07,
329271,1031,LIBERTY ST,SYCAMORE RD,BRA,,,,,,12/26/2009,3,,,,
329272,94,W MAIN ST,MOORINGS WAY,WBR,,,,,,12/15/2009,3,,,Section 5,
329273,27,RALPH TALBOT ST,PLEASANT ST,WEY,,,,,,12/25/2009,3,,,,
329275,7,CUTLER RD,W MAIN ST,WBR,,,,,,12/15/2009,3,,,Attachment 1,
329280,107,E MAIN ST,FOSTER HILL RD,WBR,,,,,,12/14/2009,3,,,,
329331,285,MIDDLESEX AVE,B,MED,,,,,,12/28/2009,3,,,Page 55 of 106,
329355,17,MC BRIDE ST,SOUTH ST,JPL,,,,,,12/15/2009,3,,,,
329363,1410,BOSTON PROVIDENCE TPKE,SUMNER ST,NOR,,,,,,12/11/2009,3,,,,
329372,2,WILLOW RD,WESTON RD,WEL,,,,,,12/14/2009,3,,,,
329373,320,NEEDHAM ST,OAK ST,NEW,,,,,,10/11/2009,3,,,,
329423,148,DICKERMAN RD,RANDOLPH ST,NEW,,,,,,11/19/2009,3,,,,
329424,59,MARGARET RD,CHARLES ST,NEW,,,,,,11/28/2009,3,,,,
329451,23,GEORGE ST,FULLER RD,WAT,,,,,,10/29/2009,3,,,,
329519,633,NANTASKET AVE,NEWPORT RD,HUL,,,,,,1/5/2010,3,,,,
329528,85,BRATTLE ST,BRATTLE PL,ARL,,,,,,10/22/2009,3,,,,
329532,33,BOW ST,BLOSSOM ST,ARL,,,,,,10/8/2009,3,,,,
329534,15,ELMORE ST,OAKLAND AVE,ARL,,,,,,11/4/2009,3,,,,
329564,104,PARKWOOD DR,ELMWOOD ST,PAB,,,,,,1/9/2010,3,,,,
329592,21,MYSTIC LAKE DR,HAYES ST,ARL,,,,,,11/15/2009,3,,,,
329593,15,PUTNAM RD,COLONIAL DR,ARL,,,,,,1/6/2010,3,,,,
329597,60,PIEDMONT ST,HIBBERT ST,ARL,,,,,,12/2/2009,3,,,,
329599,,WATER ST,RUSSELL ST,ARL,,,,,,10/27/2009,3,,,,
329603,327 WEST ST,,SUMMER ST,WEY,,,,,,1/7/2010,3,,,,
329604,171 HULL ST,,CLARK DR,COH,,,,,,1/6/2010,3,,,,
329605,20 BELLEVUE RD,,HEWMASON RD,BRA,,,,,,1/6/2010,3,,,,
329608,86 JUNIPER RD,,EASEMENT,BEL,,,,,,12/21/2009,3,,,,
329609,,TRAPELO RD,WAVERLEY ST,BEL,,,,,,8/13/2009,3,,,,
329615,10 WEBBER AVE,,GREAT RD,BED,,,,,,1/11/2010,3,,,,
329616,,PLAINFIELD RD,WHEELER RD,CON,,,,,,12/11/2009,3,,,,
329621,176 TRAPELO RD,,OLD COUNTY RD,LIN,,,,,,12/16/2009,3,,,,
329635,88 LAKEWOOD RD,,ROBINSWOOD RD,WEY,,,,,,1/11/2010,3,,,,
329648,124 WATERTOWN ST,,5TH AVE,WAT,,,,,,11/2/2009,3,,,,
329658,64 MCGRATH HWY,,SPEAR ST,QUI,,,,,,1/13/2010,3,,,,
329668,1110 DORCHESTER AVE,,SAVIN HILL AVE,DOR,,,,,,12/8/2009,3,,,,
329670,308 WASHINGTON ST,,HARVARD AVE,DOR,,,,,,12/8/2009,3,,,,
329671,451 GENEVA AVE,,BLOOMFIELD ST,DOR,,,,,,12/8/2009,3,,,,
329672,888 MORTON ST,,EVANS ST,DOR,,,,,,12/8/2009,3,,,,
329673,172 ASHMONT ST,,DORCHESTER AVE,DOR,,,,,,12/8/2009,3,,,,
329675,6 CUSHING AVE,,WILBUR ST,DOR,,,,,,12/4/2009,3,,,,
329677,10 LIVERMORE RD,,ABBOTT RD,WEL,,,,,,12/28/2009,3,,,,
329679,80 DRABBINGTON WAY,,NORTH AVE,WES,,,,,,10/8/2009,3,,,,
329684,1404 DORCHESTER AVE,,GREENWICH ST,DOR,,,,,,12/5/2009,3,,,,
329685,533 WASHINGTON ST,,DUNLAP ST,DOR,,,,,,12/5/2009,3,,,,
329691,55 ASPINWALL RD,,WHITFIELD ST,DOR,,,,,,12/5/2009,3,,,,
329694,1271 DORCHESTER AVE,,FREEPORT ST,DOR,,,,,,12/7/2009,3,,,,
329715,248 BOWDOIN ST,,HAMILTON ST,DOR,,,,,,12/7/2009,3,,,,
329729,,N MUNROE TER,TRAIN ST,DOR,,,,,,12/8/2009,3,,,,
329799,618 MAIN ST,,SUMMER ST,LNF,,,,,,1/14/2010,3,,,,
329809,1307 TUCKERS LN,,HOCKLEY DR,HIN,,,,,,1/14/2010,3,,,,
329823,41 BERKELEY ST,,PRINCE ST,NEW,,,,,,12/4/2009,3,,,,
329824,26 BOTHFIELD RD,,MANEMET RD,NEW,,,,,,11/18/2009,3,,,,
329826,404 CHESTNUT ST,,FULLER ST,NEW,,,,,,11/16/2009,3,,,,
329837,39 COMMONWEALTH AVE,,ALGONQUIN RD,NEW,,,,,,10/8/2009,3,,,,
329838,28 CONSIDINE RD,,BONTEMPO RD,NEW,,,,,,12/8/2009,3,,,,
329840,1125 COMMONWEALTH AVE,,VALENTINE ST,NEW,,,,,,11/2/2009,3,,,,
329842,55 HOME PARK RD,,LONGWOOD RD,BRA,,,,,,1/17/2010,3,,,,
329866,2143 COMMONWEALTH AVE,,HIGGINS ST,NEW,,,,,,11/2/2009,3,,,,
329877,39 HOLMAN RD,,DAY ST,NEW,,,,,,11/5/2009,3,,,,
329880,52 KELVEDEN RD,,ALBAN RD,NEW,,,,,,11/20/2009,3,,,,
329885,178 MORTON ST,,ASHTON AVE,NEW,,,,,,11/18/2009,3,,,,
329904,25 MORSE RD,,KIRKSTALL RD,NEW,,,,,,12/8/2009,3,,,,
329906,22 OAKWOOD RD,,UPLAND RD,NEW,,,,,,11/6/2009,3,,,,
329907,109 OLD ORCHARD RD,,WOODMAN RD,NEW,,,,,,12/18/2009,3,,,,
329911,95 PRINCE ST,,BERKELEY ST,NEW,,,,,,11/30/2009,3,,,,
329918,31 ROOSEVELT RD,,THEODORE RD,NEW,,,,,,12/22/2009,3,,,,
329950,17 SAINT LOUIS AVE,,BRACE COVE,GLO,,,,,,1/19/2010,3,,,,
329958,81 NORTH ST,,CALUMET RD,DAN,,,,,,1/16/2010,3,,,,
329975,172 DAVIS RD,,GREENLAWN AVE,DRA,,,,,,1/20/2010,3,,,,
329976,15 VISTA AVE,,WOODLAND RD,NEW,,,,,,11/9/2009,3,,,,
329984,216 WINSLOW RD,,WOODWARD ST,NEW,,,,,,11/30/2009,3,,,,
330034,22 OAK ST,,OLD COLONY RD,HWH,,,,,,1/14/2010,3,,,,
330051,62 CROCKER NECK RD,,CEDARWOOD RD,COT,,,,,,1/16/2010,3,,,,
330113,76 WINTER ST,,LEAVITT ST,HIN,,,,,,1/21/2010,3,,,,
330119,516 ADAMS ST,,ALRICK RD,QUI,,,,,,1/24/2010,3,,,,
330176,637 ADAMS ST,,WASHINGTON ST,MIL,,,,,,1/26/2010,3,,,,
330204,168 CENTRE ST,,SAMOSET ST,DOR,,,,,,1/27/2010,3,,,,
330218,1 COLONIAL RD,,NORTON ST,WEY,,,,,,1/25/2010,3,,,,
330221,49 COOLIDGE AVE,,ROOSEVELT RD,WEY,,,,,,1/23/2010,3,,,,
330234,75 CHESTNUT HILL AVE,,PRISCILLA RD,BRI,,,,,,1/14/2010,3,,,,
330259,902 FURNACE BROOK PKY,,ADAMS ST,QUI,,,,,,1/27/2010,3,,,,
330260,49 MATHEWSON DR,,LIBBEY INDUSTRIAL PKY,WEY,,,,,,1/27/2010,3,,,,
330262,5 ROCKVIEW RD,,RALPH CROSSEN CIR,HUL,,,,,,1/27/2010,3,,,,
330279,625 W MAIN ST,,DUNNS POND RD,HYA,,,,,,1/22/2010,3,,,,
330280,246 STRAWBERRY HILL RD,,MADISON AVE,HYA,,,,,,1/22/2010,3,,,,
330281,174 PINE ST,,BEE LN,HYA,,,,,,1/15/2010,3,,,,
330284,10 POND ST,,SOUTH AVE,WHI,,,,,,1/26/2010,3,,,,
330431,10 NUTTING RD,,NUTTING LN,WFD,,,,,,1/25/2010,3,,,,
330437,1311 MAIN ST,,FRONT ST,SYA,,,,,,2/2/2010,3,,,,
330454,25 HARRIET AVE,,SAGAMORE AVE,QUI,,,,,,2/2/2010,3,,,,
330476,475 BOSTON PROVIDENCE TPKE,,NEPONSET ST,NOR,,,,,,1/28/2010,3,,,,
330503,28 LYNDON RD,,ELMORE RD,HIN,,,,,,2/3/2010,3,,,,
330592,72 MAPLE ST,,MANISON ST,STO,,,,,,2/5/2010,3,,,,
330596,1 JENNESS ST,,FURNACE BROOK PKY,QUI,,,,,,2/4/2010,3,,,,
330597,383 ROCKLAND ST,,HANCOCK ST,ABI,,,,,,2/3/2010,3,,,,
330678,21 QUARRY LN,,PLEASANT ST,MIL,,,,,,2/9/2010,3,,,,
330679,100 MCGRATH HWY,,BRACKETT ST,QUI,,,,,,2/9/2010,3,,,,
330697,41 FEARING RD,,MILES RD,HIN,,,,,,2/8/2010,3,,,,
330702,838 E BROADWAY,,N ST,SBO,,,,,,2/11/2010,2,,,,
330718,,LONGFELLOW RD,WORCESTER TPKE,WEL,,,,,,2/12/2010,3,,,,
330739,545 SALEM ST,,WALTON ST,WAK,,,,,,2/11/2010,3,,,,
330741,8 5TH ST,,1ST AVENUE EXT,PEA,,,,,,2/10/2010,3,,,,
330744,68 INTERVALE RD,,LAKE SHORE DR,WEY,,,,,,2/10/2010,3,,,,
330792,,THORNLEY ST,PLEASANT ST,DOR,,,,,,2/12/2010,3,,,,
330838,14 ALCOTT ST,,MANSFIELD ST,BRI,,,,,,2/17/2010,3,,,,
330840,5 ALCOTT ST,,MANSFIELD ST,BRI,,,,,,2/17/2010,3,,,,
330842,63 ARLINGTON ST,,PARSONS ST,BRI,,,,,,2/17/2010,3,,,,
330843,78 ARLINGTON ST,,ARLINGTON CT,BRI,,,,,,2/17/2010,3,,,,
330844,86 ARLINGTON ST,,ARLINGTON CT,BRI,,,,,,2/17/2010,3,,,,
330851,185 ESTABROOK RD,,KIRBY LN,CAR,,,,,,2/9/2010,3,,,,
330854,2 ROBERTS DR,,GREAT RD,BED,,,,,,1/28/2010,3,,,,
330856,143 PARKE AVE,,STANDISH RD,QUI,,,,,,2/13/2010,3,,,,
330873,795 HANCOCK ST,,CLAY ST,QUI,,,,,,2/17/2010,3,,,,
330940,25 CLIFTON AVE,,NANTASKET RD,HUL,,,,,,2/17/2010,3,,,,
330941,30 JENNESS ST,,DAYTON ST,QUI,,,,,,2/17/2010,3,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Essex Gas Company,
,,,,,,,,,,,,,,d/b/a National Grid,
LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,D.P.U. 15-SQ-07,
330945,61,MAMIE RD,CAROLYN RD,WEY,,,,,,2/21/2010,3,,,,
331005,21,CIRCLE AVE,DAY ST,LNN,,,,,,2/19/2010,3,,,Section 5,
331017,415,HAYWARD MILL RD,BORDER RD,CON,,,,,,2/15/2010,3,,,,
331037,2221,WASHINGTON ST,QUINOBEQUIN RD,NEW,,,,,,2/16/2010,3,,,Attachment 1,
331135,115,MONROE RD,DIMMOCK ST,QUI,,,,,,2/25/2010,3,,,,
331137,507,WASHINGTON ST,MONATIQUOT AVE,BRA,,,,,,2/26/2010,3,,,Page 56 of 106,
331138,51,BROOKS RD,DAMON RD,ROC,,,,,,2/26/2010,3,,,,
331162,226,E COTTAGE ST,CHASE ST,DOR,,,,,,2/26/2010,3,,,,
331174,,CONCORD RD,BOSTON RD,BIL,,,,,,2/28/2010,3,,,,
331175,,MIDDLESEX TPKE,PEARL RD,BIL,,,,,,2/28/2010,3,,,,
331178,,SALEM ST,WOBURN ST,WIL,,,,,,2/22/2010,3,,,,
331199,18 COMMERCIAL ST,,BELLEVUE RD,BRA,,,,,,2/19/2010,3,,,,
331208,123 RIDGEVALE RD,,MARY ST,WCH,,,,,,3/1/2010,3,,,,
331225,,CENTRAL ST,PINGREE FARM RD,GEO,,,,,,3/1/2010,3,,,,
331263,,PLIMPTON RD,CHESTNUT ST,NEW,,,,,,2/28/2010,3,,,,
331275,346 BROADWAY,,CARLETON ST,HAV,,,,,,3/3/2010,3,,,,
331305,702 PHINNEYS LN,,WEQUAQUET AVE,CEN,,,,,,3/7/2010,3,,,,
331307,311 MASSACHUSETTS AVE,,FOSTER ST,ARL,,,,,,3/8/2010,3,,,,
331359,99 WALLACE ST,,BERNARD ST,NEW,,,,,,3/6/2010,3,,,,
331365,60 FARINA RD,,DUDLEY RD,NEW,,,,,,3/9/2010,3,,,,
331394,775 BOYLSTON ST,,TIMON AVE,BRO,,,,,,3/10/2010,3,,,,
331480,6 GLENMERE RD,,SARATOGA CREEK RD,ROK,,,,,,3/11/2010,3,,,,
331489,572 WASHINGTON ST,,TEMPLE ST,WHI,,,,,,3/12/2010,3,,,,
331490,42 BLACKSTONE RD,,PEDDOCK RD,WEY,,,,,,3/12/2010,3,,,,
331529,379 SCHOOL ST,,LIVERMORE RD,BEL,,,,,,3/17/2010,3,,,,
331531,83 SEAVER ST,,HOPKINSON ST,WEL,,,,,,3/15/2010,3,,,,
331533,22 VALLEY RD,,DENNY RD,BRO,,,,,,3/16/2010,3,,,,
331547,108 MAPLE ST,,MEMORY LN,TEW,,,,,,3/16/2010,3,,,,
331551,39 WILSHIRE CIR,,ELIZABETH DR,DRA,,,,,,3/11/2010,3,,,,
331581,251 SAINT PAUL ST,,BROWNE ST,BRO,,,,,,3/17/2010,3,,,,
331624,87 WALKERS BROOK DR,,ACCESS RD,RDG,,,,,,3/18/2010,3,,,,
331647,121 EMERSON ST,,HAMPTON ST,ROC,,,,,,3/17/2010,3,,,,
331705,23 WHITON AVE,,MARSH ST,HIN,,,,,,3/19/2010,3,,,,
331761,123 GRIDLEY ST,,EMERALD ST,QUI,,,,,,3/20/2010,3,,,,
331766,237 WOMPATUCK RD,,BEACH RD,HIN,,,,,,3/20/2010,3,,,,
331793,1259 DORCHESTER AVE,,EAST ST,DOR,,,,,,3/22/2010,3,,,,
331808,74 BREWSTER RD,,WOOD WAY,COH,,,,,,3/22/2010,3,,,,
331815,,WINTER ST,VINE ST,HAV,,,,,,3/18/2010,3,,,,
331833,54 WHITING ST,,ACCORD LN,HIN,,,,,,3/23/2010,3,,,,
331862,7 SMITH TER,,SMITH ST,BRA,,,,,,3/20/2010,3,,,,
331864,305 HANCOCK ST,,SMITH ST,BRA,,,,,,3/23/2010,3,,,,
331907,151 WOLLASTON AVE,,NICOD ST,ARL,,,,,,3/28/2010,3,,,,
331909,130 MAIN ST,,MONUMENT ST,WEN,,,,,,3/25/2010,3,,,,
331910,,OLD COUNTRY WAY,WOODSIDE AVE,BRA,,,,,,3/23/2010,3,,,,
331928,257 HIGHLAND AVE,,LONGFELLOW RD,WAT,,,,,,3/25/2010,3,,,,
331952,112 BROOK ST,,HIGHLAND AVE,QUI,,,,,,3/26/2010,3,,,,
331955,910 HINGHAM ST,,RESERVOIR PARK DR,ROC,,,,,,3/27/2010,3,,,,
331956,3 2ND ST,,WHITEHEAD AVE,HUL,,,,,,3/27/2010,3,,,,
331983,1596 CENTRE ST,,SUNSET HILL PATH,ROS,,,,,,3/28/2010,3,,,,
332020,30 WHITTIER RD,,TENNYSON RD,WEL,,,,,,4/2/2010,3,,,,
332026,27 BISHOP RD,,BEALE ST,QUI,,,,,,4/2/2010,3,,,,
332096,,WASHINGTON ST,W DIVISION ST,BRA,,,,,,3/28/2010,3,,,,
332103,69 NORTH ST,,SHIP ST,HIN,,,,,,4/2/2010,3,,,,
332113,57 WELLAND RD,,BLAKE RD,WEY,,,,,,3/31/2010,3,,,,
332203,40 WASHINGTON ST,,COLUMBIA ST,WEL,,,,,,4/8/2010,3,,,,
332204,37 WHITING ST,,ACCORD LN,HIN,,,,,,4/7/2010,3,,,,
332208,10 QUANSET RD,,PORTANIMICUT RD,SOR,,,,,,4/2/2010,3,,,,
332218,50 COLUMBIA ST,,ROBBINS RD,WAT,,,,,,4/6/2010,3,,,,
332236,77 MARTINS LN,,PORTERS COVE RD,HIN,,,,,,4/7/2010,3,,,,
332254,936 DORCHESTER AVE,,EDISON GREEN,DOR,,,,,,4/9/2010,3,,,,
332258,30 ROLAND ST,,CHRISTINA ST,NEW,,,,,,4/8/2010,3,,,,
332285,362 WIANNO AVE,,CRYSTAL LAKE RD,OST,,,,,,4/11/2010,3,,,,
332327,1429 CENTRE ST,,LOCKSLEY RD,NEW,,,,,,4/10/2010,3,,,,
332329,35 BERNARD ST,,BANK ST,NEW,,,,,,4/9/2010,3,,,,
332413,1804 BEACON ST,,WARWICK RD,BRO,,,,,,4/14/2010,3,,,,
332423,548 WEBSTER ST,,BEAL CT,ROC,,,,,,3/29/2010,3,,,,
332424,,SOUTHERN AR,SOUTH ST,QUI,,,,,,4/14/2010,3,,,,
332429,30 E ROADWAY,,SPIERS RD,NEW,,,,,,4/14/2010,3,,,,
332432,40 PHILBRICK RD,,HAGEN RD,NEW,,,,,,4/15/2010,3,,,,
332433,381 JERUSALEM RD,,HAYSTACK LN,COH,,,,,,4/13/2010,3,,,,
