id,formatted_address,lat,lng,location_type,record_date,grade,record_type
7322223,"""94 Grove Ave, Leominster, MA 01453, USA""",42.532171,-71.760965,"""RANGE_INTERPOLATED""",2013-10-10,3,2015_leak
1501451,"""45 Marion St, Quincy, MA 02170, USA""",42.262852,-71.021467,"""ROOFTOP""",2013-10-10,3,2015_leak
7322227,"""8 Grand St, Leominster, MA 01453, USA""",42.534978,-71.754939,"""RANGE_INTERPOLATED""",2013-10-10,3,2015_leak
1394243,"""36 Faulkner Hill Rd, Acton, MA 01720, USA""",42.454684,-71.452126,"""ROOFTOP""",2013-10-11,3,2015_leak
1594843,"""20 Dudley Ln, Milton, MA 02186, USA""",42.26151,-71.06071,"""ROOFTOP""",2013-10-11,3,2015_leak
1517724,"""29 Embassy Rd, Boston, MA 02135, USA""",42.34212,-71.155716,"""ROOFTOP""",2013-10-14,3,2015_leak
1428561,"""173 Morse Rd, Sudbury, MA 01776, USA""",42.399538,-71.414631,"""ROOFTOP""",2013-10-15,3,2015_leak
1378809,"""160 Depot St, Westford, MA 01886, USA""",42.617249,-71.443839,"""RANGE_INTERPOLATED""",2013-10-15,3,2015_leak
1373766,"""111 Homestead St, Haverhill, MA 01830, USA""",42.819083,-71.030348,"""RANGE_INTERPOLATED""",2013-10-16,3,2015_leak
1378792,"""8 Beaver Dam Dr, Westford, MA 01886, USA""",42.58903,-71.436789,"""RANGE_INTERPOLATED""",2013-10-16,3,2015_leak
1428499,"""16 Columbia Ave, Newton, MA 02461, USA""",42.314659,-71.217293,"""RANGE_INTERPOLATED""",2013-10-16,3,2015_leak
1428488,"""114 Beaumont Ave, Newton, MA 02460, USA""",42.340216,-71.210802,"""RANGE_INTERPOLATED""",2013-10-16,3,2015_leak
1378762,"""14 Tyngsboro Rd, Dracut, MA 01826, USA""",42.679148,-71.364046,"""ROOFTOP""",2013-10-16,3,2015_leak
1377912,"""9 Davis St, Beverly, MA 01915, USA""",42.542225,-70.883836,"""ROOFTOP""",2013-10-16,3,2015_leak
1394298,"""12 High St, Ayer, MA 01432, USA""",42.56174,-71.582918,"""ROOFTOP""",2013-10-17,3,2015_leak
1384957,"""69 Maple St, West Roxbury, MA 02132, USA""",42.289125,-71.15499,"""ROOFTOP""",2013-10-20,3,2015_leak
1376901,"""169 North St, Lexington, MA 02420, USA""",42.466896,-71.205909,"""ROOFTOP""",2013-10-21,2,2015_leak
1380846,"""59 Sumner St, Norwood, MA 02062, USA""",42.167675,-71.203087,"""ROOFTOP""",2013-10-21,3,2015_leak
1403059,"""Washington St & Crawford St, Arlington, MA 02474, USA""",42.426155,-71.169114,"""APPROXIMATE""",2013-10-21,3,2015_leak
1384169,"""1216 Washington St, Norwood, MA 02062, USA""",42.175889,-71.206883,"""ROOFTOP""",2013-10-22,3,2015_leak
1394284,"""19 Fairview Ave, Groton, MA 01450, USA""",42.613228,-71.578872,"""RANGE_INTERPOLATED""",2013-10-22,3,2015_leak
1403412,"""122 Crescent Rd, Concord, MA 01742, USA""",42.461095,-71.376989,"""RANGE_INTERPOLATED""",2013-10-22,3,2015_leak
1403389,"""Old Bridge Rd, Concord, MA 01742, USA""",42.455164,-71.387036,"""GEOMETRIC_CENTER""",2013-10-22,3,2015_leak
1418456,"""161 Winter St, Saugus, MA 01906, USA""",42.459463,-71.005762,"""RANGE_INTERPOLATED""",2013-10-23,3,2015_leak
1380825,"""41 Garden Pkwy, Norwood, MA 02062, USA""",42.175456,-71.227873,"""ROOFTOP""",2013-10-23,3,2015_leak
1403399,"""437 Bedford St, Concord, MA 01742, USA""",42.466315,-71.334458,"""RANGE_INTERPOLATED""",2013-10-23,3,2015_leak
1418446,"""10 Kenwood Ave, Saugus, MA 01906, USA""",42.458728,-71.003106,"""ROOFTOP""",2013-10-23,3,2015_leak
1428570,"""3 Stetson St, Lexington, MA 02420, USA""",42.450048,-71.226585,"""ROOFTOP""",2013-10-23,3,2015_leak
1414419,"""987 Worcester St, Wellesley, MA 02482, USA""",42.304694,-71.325018,"""ROOFTOP""",2013-10-23,3,2015_leak
1418341,"""58 Fellsmere St, Lynn, MA 01904, USA""",42.490008,-70.943787,"""ROOFTOP""",2013-10-23,3,2015_leak
1380864,"""30 Carolina Ave, Boston, MA 02130, USA""",42.30795,-71.114518,"""ROOFTOP""",2013-10-23,3,2015_leak
1418415,"""2 Clinton Ave, Saugus, MA 01906, USA""",42.459139,-71.002436,"""ROOFTOP""",2013-10-23,3,2015_leak
1418441,"""3 Johnson Rd, Saugus, MA 01906, USA""",42.457251,-70.996553,"""ROOFTOP""",2013-10-24,3,2015_leak
1384067,"""56 Otis St, Medford, MA 02155, USA""",42.418762,-71.096514,"""RANGE_INTERPOLATED""",2013-10-25,3,2015_leak
1429846,"""Outlook Dr & Middleby Rd, Lexington, MA 02421, USA""",42.43828,-71.241634,"""APPROXIMATE""",2013-10-25,3,2015_leak
1438956,"""227 S Great Rd, Lincoln, MA 01773, USA""",42.409042,-71.329324,"""RANGE_INTERPOLATED""",2013-10-25,3,2015_leak
1429851,"""9 Winston Rd, Lexington, MA 02421, USA""",42.431981,-71.241073,"""RANGE_INTERPOLATED""",2013-10-25,3,2015_leak
1384063,"""135 Park St, Medford, MA 02155, USA""",42.419317,-71.098648,"""RANGE_INTERPOLATED""",2013-10-25,3,2015_leak
1384053,"""161 Park St, Medford, MA 02155, USA""",42.419934,-71.098511,"""ROOFTOP""",2013-10-25,3,2015_leak
1401988,"""7 Content Ln, Cotuit, MA 02635, USA""",41.64428,-70.432654,"""ROOFTOP""",2013-10-28,3,2015_leak
1384940,"""104 Lynn Fells Pkwy, Melrose, MA 02176, USA""",42.462297,-71.075494,"""ROOFTOP""",2013-10-28,3,2015_leak
1385895,"""178 Main St, Medford, MA 02155, USA""",42.413275,-71.110737,"""RANGE_INTERPOLATED""",2013-10-29,3,2015_leak
1414404,"""269 Walnut St, Wellesley Hills, MA 02481, USA""",42.321591,-71.260298,"""ROOFTOP""",2013-10-29,3,2015_leak
1402988,"""67 Pleasant St, Arlington, MA 02476, USA""",42.414339,-71.155344,"""ROOFTOP""",2013-10-30,3,2015_leak
1428254,"""15 Calvin St, Lexington, MA 02420, USA""",42.473339,-71.244743,"""ROOFTOP""",2013-10-30,3,2015_leak
1396635,"""40 Spencer Ave, Saugus, MA 01906, USA""",42.455784,-70.985012,"""RANGE_INTERPOLATED""",2013-10-31,3,2015_leak
1414409,"""215 Lexington St, Watertown, MA 02472, USA""",42.376412,-71.192102,"""ROOFTOP""",2013-11-04,3,2015_leak
1395486,"""41 Dudley St, Saugus, MA 01906, USA""",42.452324,-70.988266,"""ROOFTOP""",2013-11-04,3,2015_leak
1394491,"""143 Washington St, Reading, MA 01867, USA""",42.520885,-71.104031,"""ROOFTOP""",2013-11-05,3,2015_leak
1395575,"""20 Gates Rd, Saugus, MA 01906, USA""",42.45046,-70.989885,"""ROOFTOP""",2013-11-05,3,2015_leak
1404334,"""37 Wendell St, Saugus, MA 01906, USA""",42.456758,-70.991449,"""RANGE_INTERPOLATED""",2013-11-06,3,2015_leak
1404305,"""62 Chestnut St, Saugus, MA 01906, USA""",42.457684,-70.990602,"""ROOFTOP""",2013-11-06,3,2015_leak
1413514,"""Main St & Victoria Dr, Chatham, MA 02633, USA""",41.68437,-70.008732,"""APPROXIMATE""",2013-11-06,3,2015_leak
1402019,"""69 Eel Pond Rd, Bourne, MA 02532, USA""",41.7227,-70.607577,"""RANGE_INTERPOLATED""",2013-11-06,3,2015_leak
1517743,"""137 Milton Ave, Boston, MA 02124, USA""",42.280442,-71.07579,"""ROOFTOP""",2013-11-08,3,2015_leak
1404325,"""282 Lincoln Ave, Saugus, MA 01906, USA""",42.449687,-70.995811,"""RANGE_INTERPOLATED""",2013-11-12,3,2015_leak
1404340,"""15 Winter St, Saugus, MA 01906, USA""",42.456385,-70.993148,"""ROOFTOP""",2013-11-12,3,2015_leak
1414747,"""31 Pennymeadow Rd, Sudbury, MA 01776, USA""",42.375596,-71.419008,"""ROOFTOP""",2013-11-13,3,2015_leak
1414267,"""85 Highland St, Southbridge, MA 01550, USA""",42.073654,-72.047792,"""RANGE_INTERPOLATED""",2013-11-13,3,2015_leak
1569041,"""56 Scranton Ave, Falmouth, MA 02540, USA""",41.551906,-70.602146,"""ROOFTOP""",2013-11-13,3,2015_leak
1429425,"""308 Concord St, Haverhill, MA 01830, USA""",42.799328,-71.079611,"""ROOFTOP""",2013-11-14,3,2015_leak
1429499,"""49 Concord St, Carlisle, MA 01741, USA""",42.527543,-71.350958,"""ROOFTOP""",2013-11-15,3,2015_leak
1517730,"""Baker St & Rumford Rd, Boston, MA 02132, USA""",42.282431,-71.169125,"""APPROXIMATE""",2013-11-17,3,2015_leak
1418432,"""26 Curtis Rd, Saugus, MA 01906, USA""",42.448522,-70.998426,"""ROOFTOP""",2013-11-19,3,2015_leak
1418406,"""11 Addison Ave, Saugus, MA 01906, USA""",42.453197,-70.994096,"""RANGE_INTERPOLATED""",2013-11-19,3,2015_leak
1418685,"""30 Felton St, Saugus, MA 01906, USA""",42.452891,-71.022172,"""ROOFTOP""",2013-11-21,3,2015_leak
1429453,"""11 Regis Rd, Arlington, MA 02474, USA""",42.412942,-71.139699,"""ROOFTOP""",2013-11-21,3,2015_leak
1430946,"""322 Haven St, Reading, MA 01867, USA""",42.523461,-71.100335,"""ROOFTOP""",2013-11-25,3,2015_leak
