ids_2014,ids_2015
306112,306112
307749,307749
306225,306225
306289,306289
306424,306424
306440,306440
306665,306665
306681,306681
306775,306775
307184,307184
306933,306933
307128,307128
307146,307146
309215,309215
307575,307575
307653,307653
307716,307716
307894,307894
307929,307929
308114,308114
308276,308276
308285,308285
308278,308278
308350,308350
308352,308352
308617,308617
308619,308619
308604,308604
308611,308611
308669,308669
308771,308771
308775,308775
308862,308862
308953,308953
309007,309007
309150,309150
309233,309233
309491,309491
309493,309493
309418,309418
309497,309497
309551,309551
309644,309644
309762,309762
309794,309794
309754,309754
309951,309951
309843,309843
311961,311961
309934,309934
309917,309917
310042,310042
310224,310224
310227,310227
310048,310048
310051,310051
316490,316490
310291,310291
310651,310651
310446,310446
310746,310746
310376,310376
310499,310499
310927,310927
310492,310492
310559,310559
310554,310554
310934,310934
310686,310686
310912,310912
310694,310694
311150,311150
310741,310741
310742,310742
310935,310935
310713,310713
310863,310863
311021,311021
311151,311151
311153,311153
311843,311843
310941,310941
310984,310984
310824,310824
310946,310946
310947,310947
311011,311011
311051,311051
310945,310945
311058,311058
311061,311061
311102,311102
311069,311069
311076,311076
311133,311133
311484,311484
312958,312958
311440,311440
311515,311515
312963,312963
311774,311774
311699,311699
311832,311832
311948,311948
311995,311995
312047,312047
312045,312045
312501,312501
312416,312416
312410,312410
312413,312413
312272,312272
312297,312297
312347,312347
312328,312328
314236,314236
312341,312341
314736,314736
312664,312664
314217,314217
312743,312743
312772,312772
313353,313353
313719,313719
313718,313718
313124,313124
313128,313128
313149,313149
313708,313708
313417,313417
313420,313420
313422,313422
313713,313713
313746,313746
313741,313741
314079,314079
313815,313815
313900,313900
314512,314512
314199,314199
314012,314012
314176,314176
314342,314342
314193,314193
314256,314256
314275,314275
314272,314272
314274,314274
314429,314429
314437,314437
316053,316053
316113,316113
314764,314764
314765,314765
316164,316164
314815,314815
316489,316489
315731,315731
315192,315192
315730,315730
316039,316039
315395,315395
315732,315732
315702,315702
319856,319856
316109,316109
315650,315650
315517,315517
316582,316582
316582,5216644
316065,316065
316068,316068
315995,315995
316081,316081
316255,316255
316719,316719
316581,316581
316548,316548
316720,316720
316655,316655
316629,316629
316568,316568
316713,316713
316714,316714
316648,316648
316622,316622
316800,316800
316675,316675
316677,316677
316711,316711
317025,317025
316707,316707
316669,316669
317403,317403
316810,316810
317399,317399
317409,317409
321293,321293
321211,321211
317857,317857
317802,317802
318207,318207
317986,317986
317926,317926
317903,317903
318285,318285
318142,318142
318200,318200
318202,318202
318338,318338
318563,318563
318635,318635
321292,321292
321272,321272
318855,318855
319025,319025
319164,319164
319129,319129
319132,319132
319183,319183
321977,321977
319309,319309
321080,321080
319730,319730
319806,319806
319702,319702
319784,319784
319951,319951
321245,321245
319972,319972
319927,319927
320055,320055
320142,320142
320053,320053
320072,320072
320183,320183
321921,321921
320394,320394
320452,320452
320697,320697
320699,320699
321055,321055
322025,322025
320840,320840
320854,320854
321077,321077
321936,321936
321020,321020
320917,320917
321023,321023
321025,321025
321148,321148
321155,321155
321159,321159
321158,321158
321147,321147
321184,321184
321231,321231
321849,321849
321535,321535
321532,321532
321539,321539
321935,321935
321541,321541
321932,321932
321933,321933
321510,321510
321519,321519
321986,321986
321480,321480
321642,321642
321646,321646
321648,321648
321757,321757
321700,321700
321704,321704
321713,321713
322018,322018
325476,325476
322004,322004
322007,322007
322127,322127
321968,321968
322023,322023
322125,322125
322038,322038
322124,322124
322123,322123
322202,322202
322163,322163
322153,322153
322324,322324
322541,322541
322384,322384
322569,322569
322503,322503
322526,322526
322528,322528
322523,322523
322548,322548
322837,322837
322838,322838
322573,322573
322649,322649
322586,322586
322713,322713
322839,322839
322890,322890
322893,322893
322761,322761
322888,322888
322879,322879
322950,322950
322955,322955
322956,322956
322959,322959
322961,322961
323049,323049
325470,325470
325481,325481
325477,325477
324328,324328
324587,324587
324588,324588
324289,324289
324585,324585
325469,325469
324731,324731
324790,324790
325478,325478
325531,325531
325472,325472
324584,324584
324700,324700
324705,324705
324714,324714
325493,325493
325269,325269
324725,324725
325267,325267
325013,325013
325265,325265
326003,326003
325222,325222
325223,325223
325234,325234
325219,325219
324954,324954
325211,325211
325213,325213
325654,325654
325131,325131
325358,325358
325272,325272
325273,325273
325276,325276
325278,325278
325050,325050
325284,325284
325289,325289
325290,325290
325323,325323
325329,325329
325339,325339
325298,325298
325299,325299
325300,325300
325812,325812
325444,325444
325377,325377
325162,325162
325814,325814
325816,325816
326290,326290
325429,325429
325430,325430
326301,326301
326302,326302
326303,326303
325422,325422
325427,325427
326311,326311
326316,326316
326317,326317
325583,325583
326327,326327
326334,326334
326335,326335
326380,326380
326721,326721
325632,325632
325697,325697
326399,326399
326401,326401
326403,326403
326424,326424
325800,325800
326429,326429
326430,326430
325794,325794
326638,326638
326559,326559
326001,326001
326551,326551
326706,326706
327180,327180
326392,326392
326372,326372
326245,326245
326700,326700
326389,326389
326709,326709
326736,326736
326357,326357
326543,326543
326725,326725
326750,326750
326751,326751
326752,326752
326732,326732
326633,326633
326748,326748
326723,326723
327185,327185
326722,326722
326694,326694
326894,326894
326964,326964
326929,326929
326821,326821
327200,327200
329679,329679
327334,327334
327327,327327
327335,327335
329528,329528
327559,327559
327503,327503
327734,327734
327626,327626
329451,329451
329534,329534
327879,327879
327928,327928
328059,328059
328132,328132
328248,328248
329592,329592
328227,328227
328406,328406
328337,328337
328598,328598
328533,328533
329001,329001
328695,328695
328603,328603
329597,329597
328540,328540
328772,328772
328773,328773
328995,328995
329002,329002
328709,328709
328719,328719
329675,329675
328740,328740
328775,328775
328769,328769
328980,328980
328983,328983
328997,328997
328998,328998
328999,328999
329685,329685
329691,329691
328798,328798
328987,328987
329670,329670
329671,329671
329672,329672
329673,329673
328984,328984
328985,328985
329003,329003
329372,329372
329280,329280
328978,328978
329272,329272
329275,329275
329273,329273
329677,329677
329519,329519
329593,329593
329604,329604
329603,329603
329658,329658
330234,330234
329950,329950
330113,330113
330218,330218
330204,330204
330262,330262
330260,330260
330592,330592
330856,330856
331017,331017
330838,330838
330842,330842
330843,330843
330844,330844
330940,330940
330873,330873
331005,331005
330945,330945
331135,331135
331137,331137
331175,331175
331275,331275
331480,331480
331490,331490
331531,331531
331547,331547
331624,331624
331766,331766
331761,331761
331808,331808
331833,331833
331928,331928
331956,331956
331907,331907
331983,331983
332113,332113
332103,332103
332026,332026
332203,332203
332327,332327
332482,332482
332483,332483
332604,332604
332808,332808
332780,332780
332876,332876
332778,332778
332908,332908
332924,332924
333765,333765
333245,333245
333247,333247
333320,333320
333107,333107
333474,333474
333763,333763
333306,333306
333675,333675
333681,333681
333683,333683
333723,333723
333685,333685
333470,333470
334868,334868
333740,333740
333836,333836
333954,333954
333664,333664
333666,333666
333741,333741
333659,333659
333661,333661
333949,333949
333791,333791
333854,333854
334679,334679
334680,334680
333943,333943
333946,333946
333952,333952
334682,334682
334683,334683
