id,formatted_address,lat,lng,location_type,record_date,grade,record_type
3921,"""11 Alpine Ct, Boston, MA 02126, USA""",42.264853,-71.10062,"""ROOFTOP""",1999-06-24,3,2014_leak
3920,"""West St & Eliot Rd, Needham, MA 02494, USA""",42.293582,-71.243876,"""APPROXIMATE""",2000-11-15,3,2014_leak
3919,"""4 Tabor Ln, Rochester, MA 02770, USA""",41.77849,-70.906675,"""RANGE_INTERPOLATED""",2001-09-13,3,2014_leak
3918,"""1129 Joyce St, New Bedford, MA 02745, USA""",41.696599,-70.939654,"""ROOFTOP""",2002-05-31,3,2014_leak
3917,"""4 Howland St, South Dartmouth, MA 02748, USA""",41.599167,-70.942421,"""ROOFTOP""",2005-01-03,3,2014_leak
3916,"""45 Como Rd, Boston, MA 02136, USA""",42.240788,-71.138668,"""ROOFTOP""",2005-06-20,3,2014_leak
3915,"""11 Hadwen Rd, Worcester, MA 01602, USA""",42.266466,-71.831699,"""ROOFTOP""",2005-06-21,3,2014_leak
3914,"""77 Parker St, Westwood, MA 02090, USA""",42.223585,-71.188293,"""ROOFTOP""",2005-07-27,3,2014_leak
3913,"""Washington St & Marshall St, Westwood, MA 02090, USA""",42.214326,-71.190015,"""APPROXIMATE""",2005-07-28,3,2014_leak
3912,"""253 Washington St, Westwood, MA 02090, USA""",42.220203,-71.187902,"""RANGE_INTERPOLATED""",2005-07-28,3,2014_leak
3911,"""84 Hillview Rd, Westwood, MA 02090, USA""",42.225639,-71.183444,"""ROOFTOP""",2005-07-28,3,2014_leak
3910,"""5 Elm St, Maynard, MA 01754, USA""",42.43135,-71.447896,"""ROOFTOP""",2005-08-01,3,2014_leak
3909,"""375 Providence Hwy, Westwood, MA 02090, USA""",42.215007,-71.182879,"""ROOFTOP""",2005-08-02,3,2014_leak
3908,"""71 Wilson St, Framingham, MA 01702, USA""",42.287405,-71.403591,"""RANGE_INTERPOLATED""",2005-08-09,3,2014_leak
3907,"""295 Main St, Fairhaven, MA 02719, USA""",41.653466,-70.908665,"""ROOFTOP""",2005-10-28,3,2014_leak
3906,"""5 Lyford St, Worcester, MA 01605, USA""",42.285749,-71.793436,"""ROOFTOP""",2008-07-15,3,2014_leak
3905,"""334 Salem End Rd, Framingham, MA 01702, USA""",42.291861,-71.45021,"""ROOFTOP""",2010-01-28,3,2014_leak
3904,"""441 Salem End Rd, Framingham, MA 01702, USA""",42.291914,-71.453389,"""ROOFTOP""",2010-02-12,3,2014_leak
3903,"""100 State Rd, Dartmouth, MA 02747, USA""",41.638266,-70.968623,"""ROOFTOP""",2010-03-25,3,2014_leak
3902,"""436 Washington St, Westwood, MA 02090, USA""",42.214819,-71.189451,"""ROOFTOP""",2010-04-23,3,2014_leak
3901,"""324 Winter St, Framingham, MA 01702, USA""",42.289665,-71.442442,"""ROOFTOP""",2010-05-10,3,2014_leak
3900,"""60 Riverside Dr, Dedham, MA 02026, USA""",42.272069,-71.175712,"""ROOFTOP""",2010-05-12,3,2014_leak
3899,"""53 Savin St, Dedham, MA 02026, USA""",42.234499,-71.150241,"""ROOFTOP""",2010-05-17,3,2014_leak
3898,"""87 Rosemary Rd, Dedham, MA 02026, USA""",42.272732,-71.18499,"""ROOFTOP""",2010-06-30,3,2014_leak
3897,"""62 Needham St, Dedham, MA 02026, USA""",42.26968,-71.176627,"""ROOFTOP""",2010-08-31,3,2014_leak
3896,"""81 Pacella Dr, Dedham, MA 02026, USA""",42.236286,-71.187256,"""ROOFTOP""",2010-09-03,3,2014_leak
3895,"""MA-135, Needham, MA 02492, USA""",42.290936,-71.269506,"""GEOMETRIC_CENTER""",2010-09-17,3,2014_leak
3894,"""Concord St & Aberdeen Rd, Framingham, MA 01702, USA""",42.297557,-71.408588,"""APPROXIMATE""",2010-09-17,3,2014_leak
3893,"""550 Winter St, Framingham, MA 01702, USA""",42.284276,-71.441571,"""ROOFTOP""",2010-09-21,3,2014_leak
3892,"""1000 Highland Ave, Needham, MA 02494, USA""",42.29158,-71.234817,"""ROOFTOP""",2010-10-06,3,2014_leak
3891,"""1139 Highland Ave, Needham, MA 02494, USA""",42.28764,-71.235483,"""ROOFTOP""",2010-10-07,3,2014_leak
3890,"""1191 Greendale Ave, Needham, MA 02492, USA""",42.26893,-71.207237,"""ROOFTOP""",2010-10-07,3,2014_leak
3889,"""200 Harris Ave, Needham, MA 02492, USA""",42.27643,-71.226622,"""ROOFTOP""",2010-10-08,3,2014_leak
3887,"""137 Farm St, Dover, MA 02030, USA""",42.219803,-71.321445,"""RANGE_INTERPOLATED""",2010-10-14,3,2014_leak
3888,"""137 Farm St, Dover, MA 02030, USA""",42.219803,-71.321445,"""RANGE_INTERPOLATED""",2010-10-14,3,2014_leak
3886,"""1711 Central Ave, Needham, MA 02492, USA""",42.268037,-71.268441,"""ROOFTOP""",2010-11-18,3,2014_leak
3885,"""14 Weld St, Framingham, MA 01702, USA""",42.269741,-71.402783,"""ROOFTOP""",2010-11-19,3,2014_leak
3884,"""57 Melrose Ave, Needham, MA 02492, USA""",42.284954,-71.225611,"""ROOFTOP""",2010-11-29,3,2014_leak
3883,"""67 Green St, Needham, MA 02492, USA""",42.271524,-71.214251,"""ROOFTOP""",2010-12-01,3,2014_leak
3882,"""142 State Rd, Westport, MA 02790, USA""",41.676568,-71.110261,"""ROOFTOP""",2011-03-04,3,2014_leak
3881,"""6 Worcester St, Grafton, MA 01519, USA""",42.207742,-71.685381,"""ROOFTOP""",2011-03-21,3,2014_leak
